"b0","b_yravg","b_ba","b_fire","b_fire_ba","b_herb","b_herb_ba","b_herb_fire","b_fire_recov","b_herb_recov","Treatment.Act","BA","Recovery","low","med","high"
1,1,0.537773919098678,0,0,0,0,0,0,0,"Control",84.2,NA,0.421687388955282,0.457039223673751,0.495005914606487
1,1,0.54263981615628,0,0,0,0,0,0,0,"Control",84.3,NA,0.421597577326851,0.45695629117546,0.495015152616922
1,1,0.547505713213882,0,0,0,0,0,0,0,"Control",84.4,NA,0.421505413932986,0.456888948700177,0.494962592037678
1,1,0.552371610271484,0,0,0,0,0,0,0,"Control",84.5,NA,0.421421679733587,0.456800987080831,0.494911263450354
1,1,0.557237507329086,0,0,0,0,0,0,0,"Control",84.6,NA,0.421354402150214,0.456722093711374,0.494909092744899
1,1,0.562103404386689,0,0,0,0,0,0,0,"Control",84.7,NA,0.421263987779509,0.456641354836872,0.494900517156608
1,1,0.566969301444292,0,0,0,0,0,0,0,"Control",84.8,NA,0.421130460795144,0.456556034150065,0.494857648120122
1,1,0.571835198501894,0,0,0,0,0,0,0,"Control",84.9,NA,0.421079954576745,0.456479779279057,0.494848205163661
1,1,0.576701095559496,0,0,0,0,0,0,0,"Control",85,NA,0.420957476345905,0.45639406170745,0.494775764175231
1,1,0.581566992617098,0,0,0,0,0,0,0,"Control",85.1,NA,0.420862525526995,0.45632355808598,0.494732201936161
1,1,0.5864328896747,0,0,0,0,0,0,0,"Control",85.2,NA,0.420719493477878,0.45624554856767,0.494603095841972
1,1,0.591298786732303,0,0,0,0,0,0,0,"Control",85.3,NA,0.420626854301792,0.456171799577227,0.494580721834002
1,1,0.596164683789905,0,0,0,0,0,0,0,"Control",85.4,NA,0.420498820059823,0.456092875520833,0.494541506248099
1,1,0.601030580847507,0,0,0,0,0,0,0,"Control",85.5,NA,0.420417887922333,0.45602480299651,0.494490944104918
1,1,0.605896477905109,0,0,0,0,0,0,0,"Control",85.6,NA,0.420312513897373,0.455946356511353,0.494486294375517
1,1,0.610762374962711,0,0,0,0,0,0,0,"Control",85.7,NA,0.420206335162754,0.455877759651588,0.494476780221194
1,1,0.615628272020314,0,0,0,0,0,0,0,"Control",85.8,NA,0.420093718243589,0.455799430576725,0.494439794325092
1,1,0.620494169077916,0,0,0,0,0,0,0,"Control",85.9,NA,0.419985202239535,0.455738896147037,0.494433036803008
1,1,0.625360066135518,0,0,0,0,0,0,0,"Control",86,NA,0.419858559914519,0.455681547857738,0.494395811547086
1,1,0.63022596319312,0,0,0,0,0,0,0,"Control",86.1,NA,0.419716608379558,0.455613008017517,0.49434488307225
1,1,0.635091860250723,0,0,0,0,0,0,0,"Control",86.2,NA,0.419617496958787,0.455517543273272,0.494298723929765
1,1,0.639957757308325,0,0,0,0,0,0,0,"Control",86.3,NA,0.419502136226505,0.455439756456023,0.494247181612823
1,1,0.644823654365927,0,0,0,0,0,0,0,"Control",86.4,NA,0.419382110628093,0.455385770550373,0.494201677402329
1,1,0.649689551423529,0,0,0,0,0,0,0,"Control",86.5,NA,0.419311927469923,0.45529530406948,0.494152778693413
1,1,0.654555448481131,0,0,0,0,0,0,0,"Control",86.6,NA,0.419204204213245,0.455243678877284,0.494091000570755
1,1,0.659421345538734,0,0,0,0,0,0,0,"Control",86.7,NA,0.41911672662872,0.455174893897434,0.494066756280236
1,1,0.664287242596337,0,0,0,0,0,0,0,"Control",86.8,NA,0.419007849429076,0.455087485057363,0.494017847482383
1,1,0.669153139653939,0,0,0,0,0,0,0,"Control",86.9,NA,0.418905629615261,0.455011663615851,0.49397587712718
1,1,0.674019036711541,0,0,0,0,0,0,0,"Control",87,NA,0.418820405172313,0.45493278914075,0.493943750262155
1,1,0.678884933769142,0,0,0,0,0,0,0,"Control",87.1,NA,0.418712329213909,0.454851097837627,0.493889940635779
1,1,0.683750830826745,0,0,0,0,0,0,0,"Control",87.2,NA,0.418626424578946,0.454770936523068,0.493839111747592
1,1,0.688616727884348,0,0,0,0,0,0,0,"Control",87.3,NA,0.418514713246439,0.454693100722532,0.493862913009241
1,1,0.69348262494195,0,0,0,0,0,0,0,"Control",87.4,NA,0.418407553455998,0.45460059014023,0.493791852015241
1,1,0.698348521999552,0,0,0,0,0,0,0,"Control",87.5,NA,0.418304834230888,0.454520452588553,0.493743109219064
1,1,0.703214419057154,0,0,0,0,0,0,0,"Control",87.6,NA,0.418217340331863,0.454464876771752,0.49373370175119
1,1,0.708080316114756,0,0,0,0,0,0,0,"Control",87.7,NA,0.418092383556309,0.454385999199186,0.493710908193818
1,1,0.712946213172359,0,0,0,0,0,0,0,"Control",87.8,NA,0.417981535840397,0.454300200581028,0.493629556738781
1,1,0.717812110229961,0,0,0,0,0,0,0,"Control",87.9,NA,0.417815010252694,0.454224675994131,0.493631774694497
1,1,0.722678007287563,0,0,0,0,0,0,0,"Control",88,NA,0.417712179183505,0.454161108218587,0.49358715663044
1,1,0.727543904345165,0,0,0,0,0,0,0,"Control",88.1,NA,0.417582837448453,0.454078809215344,0.493606489032513
1,1,0.732409801402768,0,0,0,0,0,0,0,"Control",88.2,NA,0.417461068333191,0.453991042912445,0.49357792451905
1,1,0.73727569846037,0,0,0,0,0,0,0,"Control",88.3,NA,0.417374954568566,0.453918506065019,0.493514727604576
1,1,0.742141595517972,0,0,0,0,0,0,0,"Control",88.4,NA,0.417276700846463,0.453846169395562,0.493455897296609
1,1,0.747007492575574,0,0,0,0,0,0,0,"Control",88.5,NA,0.41718716567355,0.453764994705652,0.493471144920276
1,1,0.751873389633176,0,0,0,0,0,0,0,"Control",88.6,NA,0.417061759258069,0.453694047731406,0.493444150551639
1,1,0.756739286690779,0,0,0,0,0,0,0,"Control",88.7,NA,0.416973737266842,0.453602402796608,0.493427529345467
1,1,0.761605183748382,0,0,0,0,0,0,0,"Control",88.8,NA,0.416842639720786,0.453514453379964,0.493417184009278
1,1,0.766471080805984,0,0,0,0,0,0,0,"Control",88.9,NA,0.41672071766856,0.453438595118839,0.493384288713809
1,1,0.771336977863586,0,0,0,0,0,0,0,"Control",89,NA,0.416627427615384,0.453362833126864,0.493389729485799
1,1,0.776202874921188,0,0,0,0,0,0,0,"Control",89.1,NA,0.416544976872185,0.453294558880905,0.493383304122302
1,1,0.78106877197879,0,0,0,0,0,0,0,"Control",89.2,NA,0.416422851670785,0.453207549664597,0.493320147787933
1,1,0.785934669036393,0,0,0,0,0,0,0,"Control",89.3,NA,0.416328504481052,0.453121409717402,0.493311072233783
1,1,0.790800566093995,0,0,0,0,0,0,0,"Control",89.4,NA,0.416228594917508,0.453039609308895,0.493302942502924
1,1,0.795666463151597,0,0,0,0,0,0,0,"Control",89.5,NA,0.416134350733405,0.452953482617912,0.493294345213637
1,1,0.800532360209199,0,0,0,0,0,0,0,"Control",89.6,NA,0.416039328615849,0.452877565954965,0.493275295565747
1,1,0.805398257266801,0,0,0,0,0,0,0,"Control",89.7,NA,0.4159196345772,0.45281029680459,0.493274564470433
1,1,0.810264154324404,0,0,0,0,0,0,0,"Control",89.8,NA,0.415776901725455,0.452722035819402,0.493279420557112
1,1,0.815130051382006,0,0,0,0,0,0,0,"Control",89.9,NA,0.415641331970026,0.452630837494519,0.493255346259229
1,1,0.819995948439608,0,0,0,0,0,0,0,"Control",90,NA,0.415537128746574,0.452554879231857,0.493247838767464
1,1,0.82486184549721,0,0,0,0,0,0,0,"Control",90.1,NA,0.415442232234474,0.452493241312583,0.493244829910213
1,1,0.829727742554813,0,0,0,0,0,0,0,"Control",90.2,NA,0.415310389831949,0.452411558930459,0.493214708060333
1,1,0.834593639612415,0,0,0,0,0,0,0,"Control",90.3,NA,0.415173832465999,0.452325756579086,0.493167127266451
1,1,0.839459536670017,0,0,0,0,0,0,0,"Control",90.4,NA,0.415077377159357,0.452247531163035,0.493143771680661
1,1,0.844325433727619,0,0,0,0,0,0,0,"Control",90.5,NA,0.414952850296791,0.452165075625962,0.493106809046421
1,1,0.849191330785221,0,0,0,0,0,0,0,"Control",90.6,NA,0.414827151573051,0.452107536728427,0.493098308110856
1,1,0.854057227842824,0,0,0,0,0,0,0,"Control",90.7,NA,0.414698090377462,0.452034692006476,0.49310022354945
1,1,0.858923124900427,0,0,0,0,0,0,0,"Control",90.8,NA,0.41459012016683,0.451955506513467,0.493102731611753
1,1,0.863789021958029,0,0,0,0,0,0,0,"Control",90.9,NA,0.41447619870796,0.451875106093674,0.493087304871418
1,1,0.868654919015631,0,0,0,0,0,0,0,"Control",91,NA,0.414358473266466,0.451791821686948,0.493087894155732
1,1,0.873520816073233,0,0,0,0,0,0,0,"Control",91.1,NA,0.414215648385992,0.451714246264177,0.493088279193404
1,1,0.878386713130835,0,0,0,0,0,0,0,"Control",91.2,NA,0.414102620344146,0.451642407327363,0.493111342969903
1,1,0.883252610188438,0,0,0,0,0,0,0,"Control",91.3,NA,0.413958169305299,0.45156498542764,0.493105503355374
1,1,0.88811850724604,0,0,0,0,0,0,0,"Control",91.4,NA,0.413811139007492,0.451479001386772,0.493104188796312
1,1,0.892984404303642,0,0,0,0,0,0,0,"Control",91.5,NA,0.413696444765779,0.45140801031812,0.493106335936923
1,1,0.897850301361244,0,0,0,0,0,0,0,"Control",91.6,NA,0.413560511524085,0.451333961496354,0.493136028545114
1,1,0.902716198418847,0,0,0,0,0,0,0,"Control",91.7,NA,0.413437943005045,0.451254817674702,0.49314037328642
1,1,0.907582095476449,0,0,0,0,0,0,0,"Control",91.8,NA,0.413340999119465,0.451178815382061,0.493127115012403
1,1,0.912447992534051,0,0,0,0,0,0,0,"Control",91.9,NA,0.413190699974727,0.451109477692775,0.493090529659348
1,1,0.917313889591653,0,0,0,0,0,0,0,"Control",92,NA,0.413084092965149,0.451032918092721,0.493062504504483
1,1,0.922179786649255,0,0,0,0,0,0,0,"Control",92.1,NA,0.412973615033742,0.450941942384541,0.493058835316866
1,1,0.927045683706858,0,0,0,0,0,0,0,"Control",92.2,NA,0.412836985730818,0.450871035508718,0.493022349196604
1,1,0.93191158076446,0,0,0,0,0,0,0,"Control",92.3,NA,0.412737821943773,0.450799406430418,0.493058738226361
1,1,0.936777477822062,0,0,0,0,0,0,0,"Control",92.4,NA,0.412646157171971,0.450720647106608,0.493035379343601
1,1,0.941643374879664,0,0,0,0,0,0,0,"Control",92.5,NA,0.412534608928485,0.450641518191309,0.493013145948294
1,1,0.946509271937266,0,0,0,0,0,0,0,"Control",92.6,NA,0.412410296850244,0.450565008530117,0.493007934150381
1,1,0.951375168994869,0,0,0,0,0,0,0,"Control",92.7,NA,0.412319708515388,0.450504314613791,0.492969177469094
1,1,0.956241066052472,0,0,0,0,0,0,0,"Control",92.8,NA,0.412175837064077,0.450424957470952,0.492939675282913
1,1,0.961106963110074,0,0,0,0,0,0,0,"Control",92.9,NA,0.412045731793641,0.450342751383791,0.492973159132464
1,1,0.965972860167676,0,0,0,0,0,0,0,"Control",93,NA,0.411923746610016,0.4502735705918,0.493023218110592
1,1,0.970838757225278,0,0,0,0,0,0,0,"Control",93.1,NA,0.411798302618821,0.450201490575258,0.493037977670064
1,1,0.97570465428288,0,0,0,0,0,0,0,"Control",93.2,NA,0.411654930063961,0.450112744263286,0.493049769607395
1,1,0.980570551340483,0,0,0,0,0,0,0,"Control",93.3,NA,0.411544276462066,0.450038261752798,0.493045575817582
1,1,0.985436448398085,0,0,0,0,0,0,0,"Control",93.4,NA,0.411402791477498,0.449956391267076,0.493034080680302
1,1,0.990302345455687,0,0,0,0,0,0,0,"Control",93.5,NA,0.41125448070335,0.449887095201732,0.492999354112705
1,1,0.995168242513289,0,0,0,0,0,0,0,"Control",93.6,NA,0.411081974787878,0.44980475755107,0.492995866288166
1,1,1.00003413957089,0,0,0,0,0,0,0,"Control",93.7,NA,0.410959413117585,0.449736668930898,0.493043024554457
1,1,1.00490003662849,0,0,0,0,0,0,0,"Control",93.8,NA,0.410811963503922,0.449672107974664,0.493031094676925
1,1,1.0097659336861,0,0,0,0,0,0,0,"Control",93.9,NA,0.410664569983031,0.449607886742897,0.493046815418004
1,1,1.0146318307437,0,0,0,0,0,0,0,"Control",94,NA,0.410522398107414,0.449533381276893,0.49312318231531
1,1,1.0194977278013,0,0,0,0,0,0,0,"Control",94.1,NA,0.410382376278216,0.449458878595129,0.49314872677058
1,1,1.0243636248589,0,0,0,0,0,0,0,"Control",94.2,NA,0.410238089336956,0.449383448035893,0.49317609900174
1,1,1.02922952191651,0,0,0,0,0,0,0,"Control",94.3,NA,0.410109067787642,0.449312853647293,0.49315200018744
1,1,1.03409541897411,0,0,0,0,0,0,0,"Control",94.4,NA,0.409979999258227,0.449236721916066,0.493123059265731
1,1,1.03896131603171,0,0,0,0,0,0,0,"Control",94.5,NA,0.409849868275509,0.449161722249992,0.493166463574618
1,1,1.04382721308931,0,0,0,0,0,0,0,"Control",94.6,NA,0.409702285826434,0.449099955359652,0.493203686267739
1,1,1.04869311014691,0,0,0,0,0,0,0,"Control",94.7,NA,0.409544453972128,0.449020830239303,0.493217551998658
1,1,1.05355900720452,0,0,0,0,0,0,0,"Control",94.8,NA,0.40940533066121,0.448944543224273,0.493221346810689
1,1,1.05842490426212,0,0,0,0,0,0,0,"Control",94.9,NA,0.409276691583982,0.448865267680268,0.493224702167211
1,1,1.06329080131972,0,0,0,0,0,0,0,"Control",95,NA,0.409134995726875,0.44880353132079,0.493235493907608
1,1,1.06815669837732,0,0,0,0,0,0,0,"Control",95.1,NA,0.408994051847651,0.448736711598825,0.493213778833415
1,1,1.07302259543493,0,0,0,0,0,0,0,"Control",95.2,NA,0.408862875259686,0.448657546615284,0.49317714641215
1,1,1.07788849249253,0,0,0,0,0,0,0,"Control",95.3,NA,0.408757685529658,0.448597233134633,0.493177317050533
1,1,1.08275438955013,0,0,0,0,0,0,0,"Control",95.4,NA,0.408646981882366,0.448511911816548,0.493157332785511
1,1,1.08762028660773,0,0,0,0,0,0,0,"Control",95.5,NA,0.408514700693452,0.448435465105986,0.493180653005166
1,1,1.09248618366533,0,0,0,0,0,0,0,"Control",95.6,NA,0.408376701639293,0.448357498421571,0.493148702050861
1,1,1.09735208072294,0,0,0,0,0,0,0,"Control",95.7,NA,0.408262283874891,0.448285152492847,0.493151532459066
1,1,1.10221797778054,0,0,0,0,0,0,0,"Control",95.8,NA,0.408110233420814,0.448216972050142,0.493147971172612
1,1,1.10708387483814,0,0,0,0,0,0,0,"Control",95.9,NA,0.408003603810168,0.448144008376372,0.493150845723053
1,1,1.11194977189574,0,0,0,0,0,0,0,"Control",96,NA,0.4078850032824,0.448058532920362,0.49309405507537
1,1,1.11681566895335,0,0,0,0,0,0,0,"Control",96.1,NA,0.407716051957642,0.44798287608047,0.493062337968367
1,1,1.12168156601095,0,0,0,0,0,0,0,"Control",96.2,NA,0.407602876736704,0.447901890446166,0.493095318311243
1,1,1.12654746306855,0,0,0,0,0,0,0,"Control",96.3,NA,0.407425781509176,0.447832578123135,0.493097513855694
1,1,1.13141336012615,0,0,0,0,0,0,0,"Control",96.4,NA,0.407288336779726,0.447756794183219,0.49312013054656
1,1,1.13627925718375,0,0,0,0,0,0,0,"Control",96.5,NA,0.407185797928138,0.447691192150726,0.49313159782535
1,1,1.14114515424136,0,0,0,0,0,0,0,"Control",96.6,NA,0.40706883354879,0.447631385839377,0.49312109394486
1,1,1.14601105129896,0,0,0,0,0,0,0,"Control",96.7,NA,0.40693841745858,0.447561792281118,0.49314067784959
1,1,1.15087694835656,0,0,0,0,0,0,0,"Control",96.8,NA,0.406792873678363,0.447494171821916,0.493168827060728
1,1,1.15574284541416,0,0,0,0,0,0,0,"Control",96.9,NA,0.406635633339731,0.447415788074718,0.493176247741982
1,1,1.16060874247177,0,0,0,0,0,0,0,"Control",97,NA,0.406492430031393,0.447337087913827,0.493180234622052
1,1,1.16547463952937,0,0,0,0,0,0,0,"Control",97.1,NA,0.406334453717931,0.447263147391082,0.493156566746736
1,1,1.17034053658697,0,0,0,0,0,0,0,"Control",97.2,NA,0.40623149437954,0.447180102314695,0.493119838086716
1,1,1.17520643364457,0,0,0,0,0,0,0,"Control",97.3,NA,0.406063182717126,0.447099141225854,0.493142052469804
1,1,1.18007233070217,0,0,0,0,0,0,0,"Control",97.4,NA,0.405917952540295,0.447028300030437,0.493158209103523
1,1,1.18493822775978,0,0,0,0,0,0,0,"Control",97.5,NA,0.40577338412295,0.446961971647081,0.493193422811378
1,1,1.18980412481738,0,0,0,0,0,0,0,"Control",97.6,NA,0.405646475387857,0.446874912625595,0.493136688136951
1,1,1.19467002187498,0,0,0,0,0,0,0,"Control",97.7,NA,0.405522430031999,0.446801754025305,0.493134889538755
1,1,1.19953591893258,0,0,0,0,0,0,0,"Control",97.8,NA,0.405383888219237,0.446732116736566,0.493164044386492
1,1,1.20440181599019,0,0,0,0,0,0,0,"Control",97.9,NA,0.405227593300947,0.446660388372262,0.493195576308789
1,1,1.20926771304779,0,0,0,0,0,0,0,"Control",98,NA,0.405072528491039,0.44658212600381,0.493225045417462
1,1,1.21413361010539,0,0,0,0,0,0,0,"Control",98.1,NA,0.404995946731489,0.446506174579384,0.493255333496996
1,1,1.21899950716299,0,0,0,0,0,0,0,"Control",98.2,NA,0.404907705308254,0.446428689362142,0.493285885199018
1,1,1.2238654042206,0,0,0,0,0,0,0,"Control",98.3,NA,0.404784841992558,0.446349138743273,0.49331609172351
1,1,1.2287313012782,0,0,0,0,0,0,0,"Control",98.4,NA,0.404644212398884,0.446279368543717,0.493346860689111
1,1,1.2335971983358,0,0,0,0,0,0,0,"Control",98.5,NA,0.404514528885225,0.446211017926721,0.493340982213301
1,1,1.2384630953934,0,0,0,0,0,0,0,"Control",98.6,NA,0.404406499762966,0.446140670716451,0.493382247591412
1,1,1.243328992451,0,0,0,0,0,0,0,"Control",98.7,NA,0.404261967202163,0.446076229118947,0.493403788461477
1,1,1.24819488950861,0,0,0,0,0,0,0,"Control",98.8,NA,0.404094055460604,0.445997593061413,0.493423660796513
1,1,1.25306078656621,0,0,0,0,0,0,0,"Control",98.9,NA,0.403969669308136,0.445910537564679,0.493469424723641
1,1,1.25792668362381,0,0,0,0,0,0,0,"Control",99,NA,0.403799304558565,0.445829444696546,0.493507543762822
1,1,1.26279258068141,0,0,0,0,0,0,0,"Control",99.1,NA,0.403643953119798,0.445776995741583,0.493562863494924
1,1,1.26765847773902,0,0,0,0,0,0,0,"Control",99.2,NA,0.40350378374573,0.44569415326752,0.493620648926264
1,1,1.27252437479662,0,0,0,0,0,0,0,"Control",99.3,NA,0.403375219382722,0.445598985996217,0.493630164312942
1,1,1.27739027185422,0,0,0,0,0,0,0,"Control",99.4,NA,0.403243548012369,0.445520888029414,0.493664912756102
1,1,1.28225616891182,0,0,0,0,0,0,0,"Control",99.5,NA,0.403099568908212,0.445450870623487,0.49369115807338
1,1,1.28712206596942,0,0,0,0,0,0,0,"Control",99.6,NA,0.402946083104047,0.445381035756608,0.49371010098132
1,1,1.29198796302703,0,0,0,0,0,0,0,"Control",99.7,NA,0.402839169930548,0.445293460085433,0.493741346179908
1,1,1.29685386008463,0,0,0,0,0,0,0,"Control",99.8,NA,0.402723176296894,0.445221677380337,0.493770450259097
1,1,1.30171975714223,0,0,0,0,0,0,0,"Control",99.9,NA,0.402609044316481,0.445152084277424,0.493795100478949
1,1,1.30658565419983,0,0,0,0,0,0,0,"Control",100,NA,0.402490748664694,0.445083921493528,0.493812082584256
1,1,1.31145155125744,0,0,0,0,0,0,0,"Control",100.1,NA,0.402307848431175,0.445017064065584,0.493825317767445
1,1,1.31631744831504,0,0,0,0,0,0,0,"Control",100.2,NA,0.402149388779149,0.444937638341825,0.493831683261343
1,1,1.32118334537264,0,0,0,0,0,0,0,"Control",100.3,NA,0.401982250610733,0.444848089812152,0.493849540422691
1,1,1.32604924243024,0,0,0,0,0,0,0,"Control",100.4,NA,0.401829024102288,0.444767607761384,0.49386779370005
1,1,1.33091513948784,0,0,0,0,0,0,0,"Control",100.5,NA,0.401697301873105,0.444686245637186,0.493858209453825
1,1,1.33578103654545,0,0,0,0,0,0,0,"Control",100.6,NA,0.401541163430281,0.44461005147444,0.49390398696888
1,1,1.34064693360305,0,0,0,0,0,0,0,"Control",100.7,NA,0.401387057303636,0.444527530622673,0.493939905902394
1,1,1.34551283066065,0,0,0,0,0,0,0,"Control",100.8,NA,0.401225206147809,0.444465077878163,0.493958981772376
1,1,1.35037872771825,0,0,0,0,0,0,0,"Control",100.9,NA,0.401056250062251,0.444380562384602,0.49398627907219
1,1,1.35524462477586,0,0,0,0,0,0,0,"Control",101,NA,0.400880626488158,0.444321378628782,0.494021541817411
1,1,1.36011052183346,0,0,0,0,0,0,0,"Control",101.1,NA,0.400779776373107,0.444242158433127,0.494043460387138
1,1,1.36497641889106,0,0,0,0,0,0,0,"Control",101.2,NA,0.400660216789582,0.444161930030007,0.494076500037033
1,1,1.36984231594866,0,0,0,0,0,0,0,"Control",101.3,NA,0.400551906762383,0.444096434957989,0.494105713350791
1,1,1.37470821300626,0,0,0,0,0,0,0,"Control",101.4,NA,0.400443190431643,0.444007843006432,0.494136895200374
1,1,1.37957411006387,0,0,0,0,0,0,0,"Control",101.5,NA,0.400276648525258,0.443943100319772,0.494173670839964
1,1,1.38444000712147,0,0,0,0,0,0,0,"Control",101.6,NA,0.40008329276104,0.443855056050518,0.494199329838684
1,1,1.38930590417907,0,0,0,0,0,0,0,"Control",101.7,NA,0.399948383175596,0.443795464568527,0.4941757105153
1,1,1.39417180123667,0,0,0,0,0,0,0,"Control",101.8,NA,0.399773758504801,0.443714885529515,0.494168858548838
1,1,1.39903769829428,0,0,0,0,0,0,0,"Control",101.9,NA,0.399613849126505,0.443652999011468,0.494203990436989
1,1,1.40390359535188,0,0,0,0,0,0,0,"Control",102,NA,0.399470018400514,0.443571346471083,0.49421024711626
1,1,1.40876949240948,0,0,0,0,0,0,0,"Control",102.1,NA,0.399334565594723,0.4434875596207,0.494285302794642
1,1,1.41363538946708,0,0,0,0,0,0,0,"Control",102.2,NA,0.399189718921783,0.44342884521551,0.494296683992728
1,1,1.41850128652469,0,0,0,0,0,0,0,"Control",102.3,NA,0.399043350515562,0.443342301917529,0.494331588778559
1,1,1.42336718358229,0,0,0,0,0,0,0,"Control",102.4,NA,0.398913471783496,0.443270152571322,0.494337544457899
1,1,1.42823308063989,0,0,0,0,0,0,0,"Control",102.5,NA,0.398785371668583,0.44320342579404,0.49435595216379
1,1,1.43309897769749,0,0,0,0,0,0,0,"Control",102.6,NA,0.398636779014742,0.443138176406376,0.49436740933043
1,1,1.43796487475509,0,0,0,0,0,0,0,"Control",102.7,NA,0.398499099521018,0.443053258406662,0.49439775849722
1,1,1.4428307718127,0,0,0,0,0,0,0,"Control",102.8,NA,0.398304371486262,0.442978780308894,0.494428205160668
1,1,1.4476966688703,0,0,0,0,0,0,0,"Control",102.9,NA,0.398161454948387,0.442916104761686,0.494488339554886
1,1,1.4525625659279,0,0,0,0,0,0,0,"Control",103,NA,0.398029770915495,0.442841028352865,0.494487892530696
1,1,1.4574284629855,0,0,0,0,0,0,0,"Control",103.1,NA,0.397889304182272,0.442775833831075,0.494535023669901
1,1,1.46229436004311,0,0,0,0,0,0,0,"Control",103.2,NA,0.397743180076339,0.442695351584427,0.494524782425616
1,1,1.46716025710071,0,0,0,0,0,0,0,"Control",103.3,NA,0.397598901759439,0.442623930607181,0.494540893370172
1,1,1.47202615415831,0,0,0,0,0,0,0,"Control",103.4,NA,0.397465453245463,0.442543784691216,0.494607678000068
1,1,1.47689205121591,0,0,0,0,0,0,0,"Control",103.5,NA,0.397306563948643,0.442463717238276,0.494673466246054
1,1,1.48175794827351,0,0,0,0,0,0,0,"Control",103.6,NA,0.397177874881086,0.442399683242654,0.494808241382553
1,1,1.48662384533112,0,0,0,0,0,0,0,"Control",103.7,NA,0.397038747912906,0.442317387172448,0.49485397689656
1,1,1.49148974238872,0,0,0,0,0,0,0,"Control",103.8,NA,0.396886311730341,0.442240308651432,0.494855960389603
1,1,1.49635563944632,0,0,0,0,0,0,0,"Control",103.9,NA,0.396735635961449,0.442175676143638,0.494924762921061
1,1,1.50122153650392,0,0,0,0,0,0,0,"Control",104,NA,0.396579393680973,0.442105468190463,0.494957806625545
1,1,1.50608743356153,0,0,0,0,0,0,0,"Control",104.1,NA,0.396428382973419,0.442006960590005,0.49502444123675
1,1,1.51095333061913,0,0,0,0,0,0,0,"Control",104.2,NA,0.396260730527226,0.441925958148691,0.495032188858076
1,1,1.51581922767673,0,0,0,0,0,0,0,"Control",104.3,NA,0.396089664063478,0.441847335961548,0.495039541754091
1,1,1.52068512473433,0,0,0,0,0,0,0,"Control",104.4,NA,0.395920000560283,0.441779271086468,0.495039513764553
1,1,1.52555102179193,0,0,0,0,0,0,0,"Control",104.5,NA,0.395804476424016,0.441710406441811,0.495081975064289
1,1,1.53041691884954,0,0,0,0,0,0,0,"Control",104.6,NA,0.395668866999319,0.441632980112367,0.495048635664966
1,1,1.53528281590714,0,0,0,0,0,0,0,"Control",104.7,NA,0.395549723420872,0.441541820975042,0.495053337962968
1,1,1.54014871296474,0,0,0,0,0,0,0,"Control",104.8,NA,0.39539955134039,0.44146973778752,0.49505894749102
1,1,1.54501461002234,0,0,0,0,0,0,0,"Control",104.9,NA,0.395247843596957,0.441392659848764,0.49511408292768
1,1,1.54988050707995,0,0,0,0,0,0,0,"Control",105,NA,0.395126559795891,0.441314995111292,0.495112021848281
1,1,1.55474640413755,0,0,0,0,0,0,0,"Control",105.1,NA,0.395014597053516,0.441247428597343,0.495082369637784
1,1,1.55961230119515,0,0,0,0,0,0,0,"Control",105.2,NA,0.394863305413309,0.441175973376913,0.49507803277522
1,1,1.56447819825275,0,0,0,0,0,0,0,"Control",105.3,NA,0.394711923612902,0.441105274265858,0.495128152361097
1,1,1.56934409531036,0,0,0,0,0,0,0,"Control",105.4,NA,0.394560750496278,0.441016545632023,0.495161514463593
1,1,1.57420999236796,0,0,0,0,0,0,0,"Control",105.5,NA,0.394409474230964,0.440946187558222,0.495230654997661
1,1,1.57907588942556,0,0,0,0,0,0,0,"Control",105.6,NA,0.394258791014661,0.440874865180435,0.495249609945519
1,1,1.58394178648316,0,0,0,0,0,0,0,"Control",105.7,NA,0.394122003001095,0.440791659897307,0.495242218866588
1,1,1.58880768354076,0,0,0,0,0,0,0,"Control",105.8,NA,0.393986129789558,0.440734244353212,0.495270787726342
1,1,1.59367358059837,0,0,0,0,0,0,0,"Control",105.9,NA,0.393860566520215,0.440652720095047,0.495350054126465
1,1,1.59853947765597,0,0,0,0,0,0,0,"Control",106,NA,0.39371385108925,0.440585999622779,0.495394263833451
1,1,1.60340537471357,0,0,0,0,0,0,0,"Control",106.1,NA,0.393577571893075,0.440543288546546,0.495369001681147
1,1,1.60827127177117,0,0,0,0,0,0,0,"Control",106.2,NA,0.39341641911204,0.440486544843994,0.495379869956019
1,1,1.61313716882877,0,0,0,0,0,0,0,"Control",106.3,NA,0.393270455445612,0.440411380588832,0.495388872353209
1,1,1.61800306588638,0,0,0,0,0,0,0,"Control",106.4,NA,0.393140880833622,0.440325752486429,0.495460768939647
1,1,1.62286896294398,0,0,0,0,0,0,0,"Control",106.5,NA,0.393003094951735,0.440245755398648,0.495550875204107
1,1,1.62773486000158,0,0,0,0,0,0,0,"Control",106.6,NA,0.392858887959602,0.440181638281529,0.495601368193748
1,1,1.63260075705918,0,0,0,0,0,0,0,"Control",106.7,NA,0.392717045285873,0.440128950195628,0.495709035645772
1,1,1.63746665411679,0,0,0,0,0,0,0,"Control",106.8,NA,0.392583088379798,0.440079362979064,0.49579727263504
1,1,1.64233255117439,0,0,0,0,0,0,0,"Control",106.9,NA,0.392445404308852,0.439993748109159,0.495864016793462
