"b0","b_yravg","b_ba","b_fire","b_fire_ba","b_herb","b_herb_ba","b_herb_fire","b_fire_recov","b_herb_recov","Treatment.Act","BA","Recovery","low","med","high"
1,1,-0.921995198181997,0,0,0,0,0,0,0,"Control",54.2,NA,0.433667673223795,0.481424026743057,0.535233469466688
1,1,-0.917129301124396,0,0,0,0,0,0,0,"Control",54.3,NA,0.433701807709183,0.481343608312287,0.535049496799684
1,1,-0.912263404066793,0,0,0,0,0,0,0,"Control",54.4,NA,0.43369866258212,0.481263593631714,0.534830518631332
1,1,-0.907397507009191,0,0,0,0,0,0,0,"Control",54.5,NA,0.433756830547447,0.48118168118527,0.534691328305992
1,1,-0.902531609951589,0,0,0,0,0,0,0,"Control",54.6,NA,0.433752806165255,0.481103153019768,0.534525272334583
1,1,-0.897665712893986,0,0,0,0,0,0,0,"Control",54.7,NA,0.433743071409466,0.481025103461905,0.534299128007913
1,1,-0.892799815836384,0,0,0,0,0,0,0,"Control",54.8,NA,0.433749349157343,0.480943938249566,0.534075331646964
1,1,-0.887933918778782,0,0,0,0,0,0,0,"Control",54.9,NA,0.433757170742151,0.480856338449504,0.53387652096567
1,1,-0.88306802172118,0,0,0,0,0,0,0,"Control",55,NA,0.433770345319994,0.48079028862658,0.53366954855691
1,1,-0.878202124663577,0,0,0,0,0,0,0,"Control",55.1,NA,0.433771378365285,0.480694763306639,0.533477701593007
1,1,-0.873336227605975,0,0,0,0,0,0,0,"Control",55.2,NA,0.433800074664236,0.480597483107054,0.533292652643906
1,1,-0.868470330548373,0,0,0,0,0,0,0,"Control",55.3,NA,0.433855128400541,0.480480795794459,0.533074233177003
1,1,-0.863604433490771,0,0,0,0,0,0,0,"Control",55.4,NA,0.433825996507701,0.480396769378879,0.532840784227043
1,1,-0.858738536433168,0,0,0,0,0,0,0,"Control",55.5,NA,0.433837260615298,0.480302522078395,0.532607640677381
1,1,-0.853872639375566,0,0,0,0,0,0,0,"Control",55.6,NA,0.433838519896476,0.480218821028972,0.532387164988855
1,1,-0.849006742317964,0,0,0,0,0,0,0,"Control",55.7,NA,0.433837397497395,0.480119781202259,0.532123921748525
1,1,-0.844140845260362,0,0,0,0,0,0,0,"Control",55.8,NA,0.433870564923044,0.480053565612184,0.531897166509508
1,1,-0.839274948202759,0,0,0,0,0,0,0,"Control",55.9,NA,0.433841270426353,0.47996631207098,0.531687765527629
1,1,-0.834409051145157,0,0,0,0,0,0,0,"Control",56,NA,0.433841614298309,0.47987785973394,0.531483918277371
1,1,-0.829543154087555,0,0,0,0,0,0,0,"Control",56.1,NA,0.433862171280393,0.479793626055802,0.53128767706305
1,1,-0.824677257029952,0,0,0,0,0,0,0,"Control",56.2,NA,0.433899070442174,0.479715038696466,0.531089143039649
1,1,-0.81981135997235,0,0,0,0,0,0,0,"Control",56.3,NA,0.433903160278839,0.479620580879735,0.530936018487414
1,1,-0.814945462914748,0,0,0,0,0,0,0,"Control",56.4,NA,0.433933269691006,0.479523928099331,0.530736619028097
1,1,-0.810079565857146,0,0,0,0,0,0,0,"Control",56.5,NA,0.433917284661558,0.479427356256174,0.530515769455306
1,1,-0.805213668799543,0,0,0,0,0,0,0,"Control",56.6,NA,0.433945920108095,0.479350252520408,0.530323467474509
1,1,-0.800347771741941,0,0,0,0,0,0,0,"Control",56.7,NA,0.433912959113375,0.479275189768597,0.530090433916089
1,1,-0.795481874684339,0,0,0,0,0,0,0,"Control",56.8,NA,0.433839583706104,0.479194899628138,0.529879570887886
1,1,-0.790615977626737,0,0,0,0,0,0,0,"Control",56.9,NA,0.433884631315405,0.479123132468204,0.529692023196675
1,1,-0.785750080569135,0,0,0,0,0,0,0,"Control",57,NA,0.433845486054192,0.479042254520537,0.529460929795343
1,1,-0.780884183511532,0,0,0,0,0,0,0,"Control",57.1,NA,0.433867022837949,0.478955782654427,0.529237201233279
1,1,-0.77601828645393,0,0,0,0,0,0,0,"Control",57.2,NA,0.43388858680691,0.47887722149464,0.529027742016154
1,1,-0.771152389396328,0,0,0,0,0,0,0,"Control",57.3,NA,0.433938068394907,0.478800711535702,0.528856930473515
1,1,-0.766286492338725,0,0,0,0,0,0,0,"Control",57.4,NA,0.433910409666256,0.47872051696129,0.528665963002321
1,1,-0.761420595281123,0,0,0,0,0,0,0,"Control",57.5,NA,0.433925575412052,0.478655362945628,0.528500774103722
1,1,-0.756554698223521,0,0,0,0,0,0,0,"Control",57.6,NA,0.433892739827851,0.478576941003313,0.528325613690349
1,1,-0.751688801165919,0,0,0,0,0,0,0,"Control",57.7,NA,0.433959129176231,0.478495001387781,0.52812573605163
1,1,-0.746822904108317,0,0,0,0,0,0,0,"Control",57.8,NA,0.433954848718577,0.478409266115645,0.527955328936022
1,1,-0.741957007050714,0,0,0,0,0,0,0,"Control",57.9,NA,0.433966797224008,0.478304662264388,0.527767990019124
1,1,-0.737091109993112,0,0,0,0,0,0,0,"Control",58,NA,0.433984390264702,0.478216298624623,0.527609680163016
1,1,-0.73222521293551,0,0,0,0,0,0,0,"Control",58.1,NA,0.433927561919238,0.478126775588588,0.527429516696297
1,1,-0.727359315877907,0,0,0,0,0,0,0,"Control",58.2,NA,0.433938423293436,0.478054214224595,0.5272156339549
1,1,-0.722493418820305,0,0,0,0,0,0,0,"Control",58.3,NA,0.433956478252197,0.47797162051036,0.527004696700503
1,1,-0.717627521762703,0,0,0,0,0,0,0,"Control",58.4,NA,0.434007477847707,0.477894138109494,0.526791961213406
1,1,-0.712761624705101,0,0,0,0,0,0,0,"Control",58.5,NA,0.434045022870191,0.477806325714802,0.526576586911291
1,1,-0.707895727647499,0,0,0,0,0,0,0,"Control",58.6,NA,0.434018448939903,0.477717708674339,0.52636228167943
1,1,-0.703029830589896,0,0,0,0,0,0,0,"Control",58.7,NA,0.433995720773182,0.477641893382341,0.526134946837299
1,1,-0.698163933532294,0,0,0,0,0,0,0,"Control",58.8,NA,0.434003924481844,0.477564218177164,0.525934341096844
1,1,-0.693298036474692,0,0,0,0,0,0,0,"Control",58.9,NA,0.434012404227089,0.477477663015002,0.525753895834586
1,1,-0.68843213941709,0,0,0,0,0,0,0,"Control",59,NA,0.434001270287601,0.477403029352739,0.52559339734636
1,1,-0.683566242359487,0,0,0,0,0,0,0,"Control",59.1,NA,0.433994365168522,0.477316644029212,0.525430288216839
1,1,-0.678700345301885,0,0,0,0,0,0,0,"Control",59.2,NA,0.433991762429774,0.477257670690883,0.525277096753886
1,1,-0.673834448244283,0,0,0,0,0,0,0,"Control",59.3,NA,0.434030636474706,0.477159224234101,0.525123532498824
1,1,-0.66896855118668,0,0,0,0,0,0,0,"Control",59.4,NA,0.434018624186851,0.477078047096467,0.524900545545933
1,1,-0.664102654129078,0,0,0,0,0,0,0,"Control",59.5,NA,0.434040935579258,0.477001655544574,0.524733928470055
1,1,-0.659236757071476,0,0,0,0,0,0,0,"Control",59.6,NA,0.434054711749664,0.476929037195229,0.524562295886094
1,1,-0.654370860013874,0,0,0,0,0,0,0,"Control",59.7,NA,0.434046974511376,0.476840188627243,0.524355551678836
1,1,-0.649504962956272,0,0,0,0,0,0,0,"Control",59.8,NA,0.434071656752239,0.476742134720411,0.524185334636821
1,1,-0.644639065898669,0,0,0,0,0,0,0,"Control",59.9,NA,0.434068423418538,0.476658315479022,0.523989231578539
1,1,-0.639773168841067,0,0,0,0,0,0,0,"Control",60,NA,0.434068654776532,0.476569407344734,0.523806646209049
1,1,-0.634907271783465,0,0,0,0,0,0,0,"Control",60.1,NA,0.434109012630511,0.476470834864462,0.523632718355033
1,1,-0.630041374725862,0,0,0,0,0,0,0,"Control",60.2,NA,0.434130956838127,0.476373789390344,0.523454690165295
1,1,-0.62517547766826,0,0,0,0,0,0,0,"Control",60.3,NA,0.434120642674355,0.47629284869991,0.523273112236346
1,1,-0.620309580610658,0,0,0,0,0,0,0,"Control",60.4,NA,0.434124124944718,0.476223906157297,0.523048538390046
1,1,-0.615443683553056,0,0,0,0,0,0,0,"Control",60.5,NA,0.43408980137341,0.476136399473187,0.522833752049588
1,1,-0.610577786495453,0,0,0,0,0,0,0,"Control",60.6,NA,0.434090427464495,0.476052048388003,0.522616481166038
1,1,-0.605711889437851,0,0,0,0,0,0,0,"Control",60.7,NA,0.434057588844853,0.475967086465347,0.522442178944248
1,1,-0.600845992380249,0,0,0,0,0,0,0,"Control",60.8,NA,0.434096651465098,0.47589393130929,0.522228265290387
1,1,-0.595980095322647,0,0,0,0,0,0,0,"Control",60.9,NA,0.434128547589902,0.475811300496461,0.522034443755706
1,1,-0.591114198265045,0,0,0,0,0,0,0,"Control",61,NA,0.434104514180655,0.475719951948793,0.52181328940875
1,1,-0.586248301207442,0,0,0,0,0,0,0,"Control",61.1,NA,0.434056934366952,0.47565284116818,0.521680315083666
1,1,-0.58138240414984,0,0,0,0,0,0,0,"Control",61.2,NA,0.434104366951894,0.475576893636624,0.521484770690684
1,1,-0.576516507092238,0,0,0,0,0,0,0,"Control",61.3,NA,0.4340743256087,0.47548463789646,0.521293180802733
1,1,-0.571650610034635,0,0,0,0,0,0,0,"Control",61.4,NA,0.434036149145189,0.475396425438808,0.521128500201908
1,1,-0.566784712977033,0,0,0,0,0,0,0,"Control",61.5,NA,0.434066697653026,0.475312035580501,0.520932895191789
1,1,-0.561918815919431,0,0,0,0,0,0,0,"Control",61.6,NA,0.434035221404971,0.475222803974136,0.520740999637324
1,1,-0.557052918861829,0,0,0,0,0,0,0,"Control",61.7,NA,0.433999909812476,0.475141855048369,0.520607776823781
1,1,-0.552187021804227,0,0,0,0,0,0,0,"Control",61.8,NA,0.433988454476993,0.475050182394437,0.520409672786034
1,1,-0.547321124746624,0,0,0,0,0,0,0,"Control",61.9,NA,0.433965104523021,0.474959859464502,0.52025449638737
