"Treatment.Act","BA","Recovery","low","med","high"
"Herbicide",40.8,1,10.8398217584374,12.2989684872731,13.7489513205553
"Herbicide",40.9,1,10.8419881624886,12.2992647294464,13.7472197778884
"Herbicide",41,1,10.8442703217436,12.2993176807231,13.7465420339481
"Herbicide",41.1,1,10.8466038126691,12.2989580568434,13.7447071412291
"Herbicide",41.2,1,10.8484594160143,12.2992591299371,13.7439318678241
"Herbicide",41.3,1,10.8507068380615,12.2993033637616,13.742827930555
"Herbicide",41.4,1,10.853153757418,12.2995736610277,13.7404167233343
"Herbicide",41.5,1,10.8552380675047,12.2995187976881,13.7381810108969
"Herbicide",41.6,1,10.8573453823742,12.2991425019334,13.7367826914785
"Herbicide",41.7,1,10.8595544492001,12.2989099579638,13.735045941049
"Herbicide",41.8,1,10.8615393572653,12.2990314798715,13.7337452444772
"Herbicide",41.9,1,10.8636520016245,12.2994876329301,13.731997913404
"Herbicide",42,1,10.8665234220244,12.2997202256839,13.7304096102055
"Herbicide",42.1,1,10.8687692350449,12.300166811341,13.7281830394633
"Herbicide",42.2,1,10.870190939721,12.3002686479633,13.7270857962908
"Herbicide",42.3,1,10.8719492519707,12.3004941353171,13.7257600836635
"Herbicide",42.4,1,10.8736452882503,12.3005332988598,13.7240386225009
"Herbicide",42.5,1,10.8762202861198,12.3004662569031,13.7222240434126
"Herbicide",42.6,1,10.8781947666545,12.3005300422922,13.72057983257
"Herbicide",42.7,1,10.8804319038206,12.300632578965,13.7186646502445
"Herbicide",42.8,1,10.8826636769334,12.3012504240689,13.717291995813
"Herbicide",42.9,1,10.884780461855,12.3016314561315,13.7158906113736
"Herbicide",43,1,10.8865301541683,12.3019081146008,13.7142046114803
"Herbicide",43.1,1,10.8888169075849,12.3021246214746,13.7130650784463
"Herbicide",43.2,1,10.8909215248033,12.301876517807,13.7117934569194
"Herbicide",43.3,1,10.8930195270791,12.3023658411431,13.7090124658688
"Herbicide",43.4,1,10.8951183646149,12.303183441247,13.7069485981662
"Herbicide",43.5,1,10.8972997844417,12.3031133848243,13.705602043012
"Herbicide",43.6,1,10.8998042900599,12.3038183664367,13.7042884896338
"Herbicide",43.7,1,10.9021300273686,12.3037858600192,13.7024293626795
"Herbicide",43.8,1,10.9042585285959,12.3041429958472,13.7002895453005
"Herbicide",43.9,1,10.9063265216752,12.3042153710469,13.6981542569274
"Herbicide",44,1,10.9087227076436,12.3046839121554,13.696024989091
"Herbicide",44.1,1,10.9109896284007,12.3048290327772,13.6939218424255
"Herbicide",44.2,1,10.9130112559055,12.3050496111533,13.6922649473464
"Herbicide",44.3,1,10.9150897285545,12.3052941141956,13.6896988433275
"Herbicide",44.4,1,10.9170974876311,12.3055275401787,13.6880454484126
"Herbicide",44.5,1,10.9191052467078,12.3061476651509,13.6860529064297
"Herbicide",44.6,1,10.9210728367596,12.3064022215806,13.6842608384516
"Herbicide",44.7,1,10.9229859950909,12.3063159279341,13.6835506930124
"Herbicide",44.8,1,10.9245280598675,12.3065642931618,13.681605107442
"Herbicide",44.9,1,10.9265829888785,12.3062957936484,13.6811266523227
"Herbicide",45,1,10.9283590375052,12.3065605906356,13.6798995297537
"Herbicide",45.1,1,10.9303718016498,12.3062657139691,13.6780609215717
"Herbicide",45.2,1,10.9328509621296,12.3062239747231,13.6758566074173
"Herbicide",45.3,1,10.9348837251655,12.3063325821462,13.6741254219821
"Herbicide",45.4,1,10.9361929260071,12.3063312555232,13.6718098290201
"Herbicide",45.5,1,10.9382595475836,12.306497349492,13.670393160867
"Herbicide",45.6,1,10.9398390473317,12.3068627708143,13.6689106753615
"Herbicide",45.7,1,10.9420361993249,12.3070685189241,13.6661837845739
"Herbicide",45.8,1,10.9429672816486,12.3073920161164,13.6639148177326
"Herbicide",45.9,1,10.9438910683084,12.3077083130539,13.6614876698196
"Herbicide",46,1,10.9459414887607,12.3077009351316,13.6588228754084
"Herbicide",46.1,1,10.9481893882024,12.307664958612,13.657029433522
"Herbicide",46.2,1,10.9503952229312,12.3077272102192,13.6556880652711
"Herbicide",46.3,1,10.9527609714163,12.307951493582,13.6546985571212
"Herbicide",46.4,1,10.9556635283272,12.3081415136431,13.6524070702912
"Herbicide",46.5,1,10.9565234213504,12.3085661552542,13.6512891767116
"Herbicide",46.6,1,10.9585296629558,12.3091627775909,13.6515554941047
"Herbicide",46.7,1,10.9600425689965,12.3096076596337,13.6502948630537
"Herbicide",46.8,1,10.9604029919249,12.3096197994899,13.6486766520862
"Herbicide",46.9,1,10.9624460128624,12.3098102272928,13.6459105065865
"Herbicide",47,1,10.9638342401329,12.3102507502633,13.6435374250383
"Herbicide",47.1,1,10.9677235603,12.3102540783464,13.6410892013995
"Herbicide",47.2,1,10.9701870976597,12.310703080819,13.6386864098912
"Herbicide",47.3,1,10.9722427420865,12.310221272407,13.6369962563862
"Herbicide",47.4,1,10.9744546078715,12.3104385172894,13.6356861588243
"Herbicide",47.5,1,10.9762720918525,12.3107993583208,13.6335095507394
"Herbicide",47.6,1,10.9789408186358,12.3107294480788,13.6315589770185
"Herbicide",47.7,1,10.9806190643411,12.3111218560914,13.6293181810831
"Herbicide",47.8,1,10.9818254303848,12.3111127105351,13.6281185667344
"Herbicide",47.9,1,10.9841922332769,12.3114544350144,13.6260077936275
"Herbicide",48,1,10.9856829336506,12.311708216252,13.6265257519261
"Herbicide",48.1,1,10.9877720431098,12.312006822361,13.6247780441856
"Herbicide",48.2,1,10.9892264193022,12.312114973544,13.6222589821616
"Herbicide",48.3,1,10.9919831993208,12.3122366973786,13.6208098591759
"Herbicide",48.4,1,10.9943944653537,12.3122631887999,13.6195564160737
"Herbicide",48.5,1,10.9964645963974,12.3119616282395,13.6179030302398
"Herbicide",48.6,1,10.9982223500757,12.3120683421442,13.6154568808946
"Herbicide",48.7,1,11.0014351550676,12.3122556868976,13.613349757059
"Herbicide",48.8,1,11.0041277589335,12.3121810868234,13.6124733350358
"Herbicide",48.9,1,11.005837193875,12.3125526309565,13.6106228769926
"Herbicide",49,1,11.0066388962014,12.3127705086374,13.6088212924063
"Herbicide",49.1,1,11.0093355584747,12.3128061571313,13.605990633305
"Herbicide",49.2,1,11.011742312677,12.313139644666,13.6039382923311
"Herbicide",49.3,1,11.0146747057826,12.3135797607555,13.6030370756212
"Herbicide",49.4,1,11.0160384552307,12.3138008082299,13.6021565686966
"Herbicide",49.5,1,11.0170236839912,12.3140288615139,13.6012522451413
"Herbicide",49.6,1,11.0187240687889,12.3145699619095,13.5994598640992
"Herbicide",49.7,1,11.0200337709637,12.3145891369058,13.5977963638157
"Herbicide",49.8,1,11.0228610058933,12.3146222948422,13.5964614846196
"Herbicide",49.9,1,11.0254528714991,12.3149174932355,13.5952082870306
"Herbicide",50,1,11.0273613082951,12.3155755958879,13.5938309546575
"Herbicide",50.1,1,11.0298729699583,12.315713094206,13.5930396949886
"Herbicide",50.2,1,11.0322107722747,12.3162473371751,13.591613660662
"Herbicide",50.3,1,11.0344216224144,12.3165604570315,13.5899568739271
"Herbicide",50.4,1,11.035841736414,12.3168332154216,13.5897596309689
"Herbicide",50.5,1,11.0371313323809,12.3171729531436,13.5883850741061
"Herbicide",50.6,1,11.0385765702819,12.3175286390101,13.586405558153
"Herbicide",50.7,1,11.0415753373881,12.3178955136938,13.5844484677631
"Herbicide",50.8,1,11.0435939300789,12.3175450577211,13.5825613583353
"Herbicide",50.9,1,11.0452811300987,12.3177946716514,13.5819718518185
"Herbicide",51,1,11.0472906523735,12.3179706286025,13.5798883160645
"Herbicide",51.1,1,11.0498340360533,12.3178635563094,13.5775235952167
"Herbicide",51.2,1,11.0523901408656,12.3181079911507,13.5753491838323
"Herbicide",51.3,1,11.0546019857116,12.3186067640466,13.5732361152167
"Herbicide",51.4,1,11.0560936473048,12.3188278434573,13.5715187424086
"Herbicide",51.5,1,11.0575374650194,12.3188131153452,13.5704753237516
"Herbicide",51.6,1,11.0606625957517,12.319159464714,13.5690542576954
"Herbicide",51.7,1,11.0624674730955,12.3192516361266,13.5676081455975
"Herbicide",51.8,1,11.0646791671923,12.3192607521691,13.5663070170447
"Herbicide",51.9,1,11.0660717508116,12.3193086355172,13.5646185525557
"Herbicide",52,1,11.0675748077917,12.3195574248074,13.562500669491
"Herbicide",52.1,1,11.069976728992,12.3199172504596,13.5616284776223
"Herbicide",52.2,1,11.0731400884406,12.3201661310669,13.5601602312528
"Herbicide",52.3,1,11.0736865537127,12.3202332488936,13.5590278155822
"Herbicide",52.4,1,11.0744670173334,12.3204301170432,13.5572641651321
"Herbicide",52.5,1,11.0754413736949,12.3203449090026,13.5554213410295
"Herbicide",52.6,1,11.0778139798664,12.3213292439716,13.5538712638032
"Herbicide",52.7,1,11.0804420281777,12.3215997538663,13.5521012634339
"Herbicide",52.8,1,11.082739240895,12.3219368113309,13.5502552941077
"Herbicide",52.9,1,11.0843803764141,12.322213021346,13.5484277990077
"Herbicide",53,1,11.0856313758537,12.3221936594099,13.5470457016847
"Herbicide",53.1,1,11.0872089028353,12.3225191381238,13.54567286191
"Herbicide",53.2,1,11.088683190616,12.3225273330348,13.5434235613507
"Herbicide",53.3,1,11.0896490948297,12.3224022578207,13.5425527171745
"Herbicide",53.4,1,11.0910148125415,12.3225067893475,13.5407856980178
"Herbicide",53.5,1,11.0927725282536,12.3226299099268,13.5386884253585
"Herbicide",53.6,1,11.0936543833123,12.322549211389,13.5372853479059
"Herbicide",53.7,1,11.0953574264055,12.3228171679049,13.5351556228402
"Herbicide",53.8,1,11.0967796641741,12.3228632359986,13.5346298676291
"Herbicide",53.9,1,11.0989150410271,12.3224883115072,13.5341843374536
"Herbicide",54,1,11.1009505159469,12.3226497017469,13.5332675924604
"Herbicide",54.1,1,11.1024390581198,12.3227807710828,13.531397146847
"Herbicide",54.2,1,11.1050149024505,12.3229721628185,13.5295267012336
"Herbicide",54.3,1,11.1077682990372,12.3230004759302,13.5274725541882
"Herbicide",54.4,1,11.1099722218474,12.3232413326498,13.5260382979198
"Herbicide",54.5,1,11.111301167489,12.3239148163171,13.5238859336827
"Herbicide",54.6,1,11.1137082745558,12.3238022533376,13.5227405743735
"Herbicide",54.7,1,11.1152118083936,12.3240747146906,13.5206809540182
"Herbicide",54.8,1,11.1160058542421,12.3243887804901,13.5203660788465
"Herbicide",54.9,1,11.1175769389954,12.3246348233317,13.5187090550914
"Herbicide",55,1,11.1188036039115,12.3250020663873,13.5176152143736
"Herbicide",55.1,1,11.1202819473388,12.3252449850502,13.516604295593
"Herbicide",55.2,1,11.1208920933661,12.3249989339345,13.5155945792891
"Herbicide",55.3,1,11.1226212019857,12.3252542646079,13.5137665292286
"Herbicide",55.4,1,11.1239003303998,12.325253038164,13.5131492126928
"Herbicide",55.5,1,11.1251954105104,12.3256050953406,13.5122296492872
"Herbicide",55.6,1,11.1264913701854,12.325764035476,13.5110946160967
"Herbicide",55.7,1,11.1286958855906,12.3256545972785,13.5099343059726
"Herbicide",55.8,1,11.1305791313656,12.3259997236688,13.5078699389341
"Herbicide",55.9,1,11.1316556974468,12.3264297272751,13.5063175785518
"Herbicide",56,1,11.1333448168346,12.326749340323,13.504566013643
"Herbicide",56.1,1,11.135329400463,12.3267609866341,13.50383434576
"Herbicide",56.2,1,11.137348744092,12.3271148147582,13.5031486223625
"Herbicide",56.3,1,11.1393687546877,12.3275281046302,13.5018507044454
"Herbicide",56.4,1,11.142125592906,12.3279192796547,13.5000383388712
"Herbicide",56.5,1,11.1443705123414,12.3284650514072,13.4991062734596
"Herbicide",56.6,1,11.14598944745,12.3285344661268,13.4974522828451
"Herbicide",56.7,1,11.1476135122954,12.3289741189845,13.4952106304257
"Herbicide",56.8,1,11.149259616011,12.3299307469248,13.4933433974689
"Herbicide",56.9,1,11.1509580051684,12.3299058105921,13.4918959378922
"Herbicide",57,1,11.1533883629617,12.3299981883632,13.4907419646974
"Herbicide",57.1,1,11.1546626729814,12.3304398289154,13.4880921172679
"Herbicide",57.2,1,11.1565100019722,12.3306472341661,13.4875480699469
"Herbicide",57.3,1,11.1583866071625,12.330640908273,13.4860936658639
"Herbicide",57.4,1,11.1604465612625,12.330998557294,13.484632999954
"Herbicide",57.5,1,11.1615758493539,12.3310870865759,13.483635888981
"Herbicide",57.6,1,11.1630426133294,12.3310372372086,13.4817399092507
"Herbicide",57.7,1,11.1641934403871,12.3312946563473,13.4805954761027
"Herbicide",57.8,1,11.1666659354445,12.331241830119,13.4797596053814
"Herbicide",57.9,1,11.1680923885896,12.331490526314,13.4785032819009
"Herbicide",58,1,11.1704960085438,12.3317036900654,13.477010904157
"Herbicide",58.1,1,11.1723506994538,12.3322117448208,13.4759808161133
"Herbicide",58.2,1,11.1744732631451,12.3325588518236,13.4752535896666
"Herbicide",58.3,1,11.1766040471757,12.3332469558005,13.4733169276532
"Herbicide",58.4,1,11.1787183905276,12.3333302612874,13.4724907580153
"Herbicide",58.5,1,11.1797664128297,12.3336107822256,13.4707447903751
"Herbicide",58.6,1,11.1813179322754,12.3337594653641,13.4685446272365
"Herbicide",58.7,1,11.1811641127882,12.3339249638094,13.4666657005291
"Herbicide",58.8,1,11.182776761605,12.3341816388661,13.4650479023713
"Herbicide",58.9,1,11.1836510545283,12.3345435791355,13.4639990679912
"Herbicide",59,1,11.1857379639446,12.3347664265859,13.4639403033336
"Herbicide",59.1,1,11.1877195668055,12.3348934418819,13.4616992288373
"Herbicide",59.2,1,11.1900863146612,12.3352140117654,13.4594441034411
"Herbicide",59.3,1,11.1917222642379,12.3354917751277,13.4589673159004
"Herbicide",59.4,1,11.1935441341634,12.3353083624152,13.4573261180255
"Herbicide",59.5,1,11.1956714016356,12.3354132250721,13.4568525204351
"Herbicide",59.6,1,11.1969985860692,12.3359385062641,13.4559218233884
"Herbicide",59.7,1,11.1977981955282,12.3363305830669,13.4547568869402
"Herbicide",59.8,1,11.1996751556636,12.3367159503165,13.4533672589332
"Herbicide",59.9,1,11.2019254359202,12.3367725805418,13.4517821079421
"Herbicide",60,1,11.2042572271881,12.336500042698,13.4506125155582
"Herbicide",60.1,1,11.2058396373449,12.3368945078641,13.449934436576
"Herbicide",60.2,1,11.2062306130886,12.3372703529788,13.4487315641774
"Herbicide",60.3,1,11.2079246296597,12.3376236355812,13.4472144006186
"Herbicide",60.4,1,11.2093851961381,12.3376623972531,13.4471305372466
"Herbicide",60.5,1,11.2102795121865,12.3380312573603,13.4467424010868
"Herbicide",60.6,1,11.2126811665909,12.3385053094821,13.4445120067999
"Herbicide",60.7,1,11.2151138645999,12.3383731157982,13.4440882321867
"Herbicide",60.8,1,11.2161300738602,12.3389016890336,13.4429333092349
"Herbicide",60.9,1,11.2176754353423,12.3389553457581,13.4414410932357
"Herbicide",61,1,11.2186486928002,12.3391096261744,13.439321520842
"Herbicide",61.1,1,11.2202790673699,12.3395106436043,13.4374691351981
"Herbicide",61.2,1,11.2221080887939,12.3396613971461,13.437032725998
"Herbicide",61.3,1,11.2231739514005,12.3399652722766,13.4366469005117
"Herbicide",61.4,1,11.2245897228548,12.3402749388405,13.4350924157425
"Herbicide",61.5,1,11.2258523698502,12.340588671636,13.4354668849851
"Herbicide",61.6,1,11.2261139553158,12.3403059651408,13.4338298480548
"Herbicide",61.7,1,11.2275837727416,12.3405781257502,13.4321763805318
"Herbicide",61.8,1,11.2280582606312,12.3405854221125,13.4311467187152
"Herbicide",61.9,1,11.229518582847,12.3406652109349,13.4294554759978
"Herbicide",62,1,11.2320934170073,12.3411970603608,13.4284309367587
"Herbicide",62.1,1,11.2336603080221,12.3414485060796,13.4272067191857
"Herbicide",62.2,1,11.2356329624661,12.3415394334143,13.4257991973438
"Herbicide",62.3,1,11.2372925288258,12.3414316068831,13.4237288692009
"Herbicide",62.4,1,11.2381936981316,12.3413904736602,13.4234358203676
"Herbicide",62.5,1,11.2398180378043,12.3414187425803,13.4220568928376
"Herbicide",62.6,1,11.2407579753099,12.3416154934055,13.4210155832889
"Herbicide",62.7,1,11.2425672764611,12.3421883077719,13.4200862577911
"Herbicide",62.8,1,11.2429413663769,12.3421283783424,13.4190472423392
"Herbicide",62.9,1,11.243381207357,12.3423015906676,13.4182311752537
"Herbicide",63,1,11.2449985659873,12.3425758864665,13.4175006376487
"Herbicide",63.1,1,11.2469249780266,12.3425035956527,13.4168100950115
"Herbicide",63.2,1,11.2497837122606,12.3423593848753,13.4158601689482
"Herbicide",63.3,1,11.2522688559656,12.3424973449289,13.4146496508725
"Herbicide",63.4,1,11.2542277885854,12.3426117870531,13.4126286322112
"Herbicide",63.5,1,11.2555789929617,12.342790905592,13.4111296884196
"Herbicide",63.6,1,11.2560651319215,12.3429581144066,13.4103999362742
"Herbicide",63.7,1,11.257833647987,12.3432821236915,13.4108626924866
"Herbicide",63.8,1,11.2592563016378,12.3434755781549,13.4099302069426
"Herbicide",63.9,1,11.2614599262664,12.3433983315932,13.4096237606075
"Herbicide",64,1,11.2625513727592,12.3434105768266,13.4085635382882
"Herbicide",64.1,1,11.2637706174853,12.3435935772812,13.406550975703
"Herbicide",64.2,1,11.2646622192728,12.3436201177976,13.4049512163223
"Herbicide",64.3,1,11.2663166145335,12.3439242994983,13.4045217225884
"Herbicide",64.4,1,11.268401804041,12.3445383850319,13.4036329621805
"Herbicide",64.5,1,11.2698441471113,12.3450842411802,13.4026939276288
"Herbicide",64.6,1,11.2703778934876,12.3448208228543,13.40209627024
"Herbicide",64.7,1,11.2712065030744,12.3453002249849,13.4004728255945
"Herbicide",64.8,1,11.272647724428,12.345670378109,13.3994105607018
"Herbicide",64.9,1,11.2745791042125,12.3459072584298,13.3981290838258
"Herbicide",65,1,11.2762681084876,12.3460229702178,13.3974385176407
"Herbicide",65.1,1,11.2772040978901,12.3460752262961,13.396421982311
"Herbicide",65.2,1,11.278142486455,12.3463694680566,13.3954054469812
"Herbicide",65.3,1,11.2806800053671,12.3464006703674,13.3947059248056
"Herbicide",65.4,1,11.2818746511867,12.346383997753,13.3942299229471
"Herbicide",65.5,1,11.2842854481019,12.3463481211558,13.3928220231629
"Herbicide",65.6,1,11.2849843159447,12.346601613398,13.3919367626761
"Herbicide",65.7,1,11.286122507335,12.3465074228324,13.3913276853662
"Herbicide",65.8,1,11.287093371229,12.3466412700359,13.3897177115063
"Herbicide",65.9,1,11.2888225520349,12.3467920798206,13.3884604636088
"Herbicide",66,1,11.2899283457078,12.3469141746733,13.3893669867948
"Herbicide",66.1,1,11.2912159925752,12.3470881966524,13.3895155630054
"Herbicide",66.2,1,11.2907521284683,12.3473891753219,13.3877946559087
"Herbicide",66.3,1,11.2925213413381,12.3474750287539,13.3879014855568
"Herbicide",66.4,1,11.2938824533771,12.3474325576131,13.3856000229248
"Herbicide",66.5,1,11.2951452026883,12.3479342403289,13.3836061100703
"Herbicide",66.6,1,11.2964415827185,12.3483647892773,13.3817792956189
"Herbicide",66.7,1,11.2981359273678,12.3486179172896,13.3805671665822
"Herbicide",66.8,1,11.3001034003426,12.3489534481458,13.380257403787
"Herbicide",66.9,1,11.3013833388949,12.3489358419484,13.3805129850365
"Herbicide",67,1,11.3025030048791,12.3490391752241,13.37993748383
"Herbicide",67.1,1,11.3036111416784,12.3495869965502,13.3787548772547
"Herbicide",67.2,1,11.3051510449749,12.3499303498763,13.377824476451
"Herbicide",67.3,1,11.3066101059078,12.3500447783791,13.3765295258366
"Herbicide",67.4,1,11.3080377743237,12.3502025974317,13.3763971218074
"Herbicide",67.5,1,11.3097852329205,12.3502641442467,13.3741072604263
"Herbicide",67.6,1,11.3112185220214,12.3505146217432,13.3725328045813
"Herbicide",67.7,1,11.3121601244749,12.3506302181702,13.3725889631043
"Herbicide",67.8,1,11.3123826777519,12.3508432136307,13.3728204256664
"Herbicide",67.9,1,11.3134760773089,12.351238298137,13.3730742545566
"Herbicide",68,1,11.3146647591669,12.3511631282253,13.3729549628927
"Herbicide",68.1,1,11.3164497987659,12.3512504491095,13.3725191036713
"Herbicide",68.2,1,11.317948526115,12.3515183583212,13.3719162199883
"Herbicide",68.3,1,11.3195416795006,12.351648544634,13.371127839255
"Herbicide",68.4,1,11.3218102931456,12.3523350233451,13.370375771545
"Herbicide",68.5,1,11.3224618445604,12.3524999963336,13.369840234321
"Herbicide",68.6,1,11.3237728798141,12.3529988526818,13.3695977023115
"Herbicide",68.7,1,11.3239825505675,12.3531728113125,13.3692822775608
"Herbicide",68.8,1,11.3254455877506,12.35299969538,13.3680839119246
"Herbicide",68.9,1,11.3263558758507,12.3529303729747,13.3679795492404
"Herbicide",69,1,11.328563207534,12.3529981263796,13.3673274956565
"Herbicide",69.1,1,11.3303365749355,12.3529409661472,13.3673433655191
"Herbicide",69.2,1,11.3307130999602,12.3531764854552,13.3665465857521
"Herbicide",69.3,1,11.3326754935529,12.3533807906021,13.3669626423965
"Herbicide",69.4,1,11.3340714612094,12.3534697895838,13.3663162283325
"Herbicide",69.5,1,11.3343925339644,12.353839496376,13.3651674820953
"Herbicide",69.6,1,11.3348358275002,12.3539022707687,13.363488749431
"Herbicide",69.7,1,11.3372924826178,12.3542699603051,13.3630038660294
"Herbicide",69.8,1,11.3373767980077,12.3546338996706,13.3624856509064
"Herbicide",69.9,1,11.338849745563,12.35508731754,13.3612974022139
"Herbicide",70,1,11.3412463491778,12.3550988964565,13.3607775394953
"Herbicide",70.1,1,11.3421906983431,12.3555561265527,13.3601746490832
"Herbicide",70.2,1,11.3435007533176,12.3553384640361,13.3599847504164
"Herbicide",70.3,1,11.3435896158872,12.3552796142882,13.3600279287913
"Herbicide",70.4,1,11.3437296636461,12.3556540819893,13.359980596298
"Herbicide",70.5,1,11.3451395042396,12.3556389742856,13.359143709052
"Herbicide",70.6,1,11.3456969265592,12.3557844898157,13.3587140183921
"Herbicide",70.7,1,11.3462701354884,12.3558541459834,13.3589621485159
"Herbicide",70.8,1,11.3477563381711,12.3561101126383,13.3585787070998
"Herbicide",70.9,1,11.3488670277094,12.3561341448232,13.357410207698
"Herbicide",71,1,11.3500174480938,12.3563546492214,13.3567721837475
"Herbicide",71.1,1,11.3503926615279,12.3567338034048,13.3558009482049
"Herbicide",71.2,1,11.3515946916647,12.3569582906612,13.3548272647032
"Herbicide",71.3,1,11.3526264786755,12.3570659506208,13.3540818986463
"Herbicide",71.4,1,11.354170353863,12.3574178196126,13.3543795119338
"Herbicide",71.5,1,11.3551792475206,12.3574663574639,13.3537870942663
"Herbicide",71.6,1,11.3550801202819,12.3580697024236,13.3530363261107
"Herbicide",71.7,1,11.3557359847667,12.3583054594424,13.3534853872639
"Herbicide",71.8,1,11.3575173909044,12.3584330860885,13.3536374971963
"Herbicide",71.9,1,11.3580407358271,12.3585663448029,13.3526624562794
"Herbicide",72,1,11.359378641905,12.3588294388824,13.3508131193984
"Herbicide",72.1,1,11.3610262807449,12.3589932434521,13.3498810595205
"Herbicide",72.2,1,11.3629946530617,12.3593703010744,13.3496684245886
"Herbicide",72.3,1,11.3637450533676,12.3596109279093,13.3489909937991
"Herbicide",72.4,1,11.3638216580608,12.3599520166714,13.3487160719501
"Herbicide",72.5,1,11.363942982548,12.3601971218779,13.3487138758831
"Herbicide",72.6,1,11.3654677006487,12.3605925817855,13.3476565559906
"Herbicide",72.7,1,11.365801858155,12.3606967177489,13.347060358076
"Herbicide",72.8,1,11.3667252505072,12.3605900341401,13.3470165490405
"Herbicide",72.9,1,11.3679917210102,12.3607239596886,13.3476808621736
"Herbicide",73,1,11.3701877639347,12.3610867601865,13.3474371905793
"Herbicide",73.1,1,11.3719283710049,12.3611461358244,13.3461954032508
"Herbicide",73.2,1,11.3729542319853,12.3614648337875,13.3466503588358
"Herbicide",73.3,1,11.3736290342184,12.3618954396702,13.3456576451569
"Herbicide",73.4,1,11.3736945318403,12.3618271089094,13.3452431503885
"Herbicide",73.5,1,11.3746320047516,12.3618703354216,13.3437988920874
"Herbicide",73.6,1,11.376811887825,12.3622486477134,13.3438090333056
"Herbicide",73.7,1,11.3784693418458,12.3624019024592,13.3438943770063
"Herbicide",73.8,1,11.3779459336722,12.3627079762089,13.3434677060987
"Herbicide",73.9,1,11.379055067027,12.3629659323068,13.3418368607691
"Herbicide",74,1,11.380097001748,12.3629757847253,13.3414678559033
"Herbicide",74.1,1,11.3806687082965,12.3631621901215,13.3414793055825
"Herbicide",74.2,1,11.3818917386363,12.363739353567,13.3413447896758
"Herbicide",74.3,1,11.382423463296,12.3641188559977,13.3430025900674
"Herbicide",74.4,1,11.3835564260426,12.3640634373519,13.3437856363806
"Herbicide",74.5,1,11.3840771635889,12.3645550482498,13.3426056921849
"Herbicide",74.6,1,11.3854782870775,12.3647323675127,13.3425699291854
"Herbicide",74.7,1,11.3862847048754,12.365451727731,13.3421892077503
"Herbicide",74.8,1,11.3874375355603,12.3654745321059,13.3421233823664
"Herbicide",74.9,1,11.3884372918181,12.3658985627077,13.3417466632815
"Herbicide",75,1,11.3888660856307,12.3659386981771,13.3418326807236
"Herbicide",75.1,1,11.3891449537364,12.3662089009758,13.341784716941
"Herbicide",75.2,1,11.3899318831264,12.3661519494087,13.341706246806
"Herbicide",75.3,1,11.3899500760976,12.3660757218762,13.3414994322965
"Herbicide",75.4,1,11.3901502720945,12.3664550810145,13.3405139025103
"Herbicide",75.5,1,11.3916314750034,12.3663987739288,13.3405634039643
"Herbicide",75.6,1,11.3923885354606,12.3666554752335,13.3409807366974
"Herbicide",75.7,1,11.392381265585,12.3667225655672,13.3407130081739
"Herbicide",75.8,1,11.3930053273327,12.3670331447983,13.3400238900035
"Herbicide",75.9,1,11.3931905031864,12.3674106638051,13.3400055526942
"Herbicide",76,1,11.3939827516411,12.3675756543274,13.339995349552
"Herbicide",76.1,1,11.3942444574561,12.3676502596302,13.3400475548544
"Herbicide",76.2,1,11.3933604109634,12.3683206644958,13.3396818423723
"Herbicide",76.3,1,11.3935216126997,12.3683604629856,13.3400717766515
"Herbicide",76.4,1,11.3933026584918,12.3688022836677,13.3401112634124
"Herbicide",76.5,1,11.3936808484346,12.3694379401169,13.339344353011
"Herbicide",76.6,1,11.3936956002517,12.3697479009479,13.3385076739032
"Herbicide",76.7,1,11.3931962739074,12.370090045566,13.3385348401266
"Herbicide",76.8,1,11.3938663716012,12.3707012003543,13.3392124719179
"Herbicide",76.9,1,11.3954942290221,12.3704351390276,13.3388411512227
"Herbicide",77,1,11.3958158106255,12.3703040026392,13.3383248434634
"Herbicide",77.1,1,11.3963427823609,12.3702753526276,13.338946137536
"Herbicide",77.2,1,11.3960137206853,12.3704871796137,13.3391033542019
"Herbicide",77.3,1,11.3956800096591,12.3706608259105,13.338462322825
"Herbicide",77.4,1,11.3956247845855,12.3705436605156,13.3381478129995
"Herbicide",77.5,1,11.3958924560396,12.3710620715316,13.3381038021104
"Herbicide",77.6,1,11.3962136308641,12.3714507848725,13.3383120640062
"Herbicide",77.7,1,11.3966144712067,12.3716766742934,13.3384704170078
"Herbicide",77.8,1,11.396754105501,12.3719497029893,13.3382029250588
"Herbicide",77.9,1,11.3972787314142,12.3723910286237,13.3382259166236
"Herbicide",78,1,11.3972658819772,12.3726608281703,13.3387229264483
"Herbicide",78.1,1,11.3973119521303,12.3729490857705,13.338907956831
"Herbicide",78.2,1,11.3973125664858,12.3729934957386,13.3388870188738
"Herbicide",78.3,1,11.3973390781792,12.3731398476192,13.3387560285754
"Herbicide",78.4,1,11.3973651302939,12.3735186043043,13.3389616097665
"Herbicide",78.5,1,11.3974500558535,12.3737991880819,13.3392188091112
"Herbicide",78.6,1,11.3976754642397,12.3741680420964,13.3400254706558
"Herbicide",78.7,1,11.399163175685,12.3743283376668,13.3403743161133
"Herbicide",78.8,1,11.3992556258188,12.3748193257774,13.3408427827273
"Herbicide",78.9,1,11.3989805958759,12.3751623232918,13.3414477870672
"Herbicide",79,1,11.3986920590158,12.3751480583331,13.3412658552035
