"Treatment.Act","BA","Recovery","cp.requirements","low","med","high"
"Fire",40.7,0,14,47.5935442235909,116.144123919875,279.3491063256
"Fire",40.8,0,14,47.6350833355513,116.01227679108,278.672352691104
"Fire",40.9,0,14,47.6612907969015,115.876744103405,278.066985738926
"Fire",41,0,14,47.686664450549,115.725831611959,277.534880666358
"Fire",41.1,0,14,47.6915365473484,115.584634322441,276.860596399119
"Fire",41.2,0,14,47.7144817030045,115.467659559014,276.026780944543
"Fire",41.3,0,14,47.7335527816593,115.353004525117,275.4371431223
"Fire",41.4,0,14,47.7652760077286,115.248077864658,274.920158736546
"Fire",41.5,0,14,47.761459154524,115.130991600585,274.229010107064
"Fire",41.6,0,14,47.7700137274256,115.019196878081,273.690651348884
"Fire",41.7,0,14,47.7756944355726,114.89202338593,273.048700908076
"Fire",41.8,0,14,47.7857900955425,114.759570655193,272.497378811326
"Fire",41.9,0,14,47.8034598972079,114.641949094592,271.931415958994
"Fire",42,0,14,47.8063181636867,114.515581946084,271.360216012468
"Fire",42.1,0,14,47.814689295587,114.417130372192,270.702269468526
"Fire",42.2,0,14,47.8256972409545,114.283605982891,270.04259922608
"Fire",42.3,0,14,47.8438218709751,114.183341704158,269.387779809219
"Fire",42.4,0,14,47.8511396675514,114.071571858569,268.732921709982
"Fire",42.5,0,14,47.8440952969647,113.962833268,268.140374625637
"Fire",42.6,0,14,47.8462111790189,113.839242752979,267.453191093388
"Fire",42.7,0,14,47.8406150865296,113.724780121219,266.754640885157
"Fire",42.8,0,14,47.862753163096,113.604260756751,266.021940353368
"Fire",42.9,0,14,47.8778766464469,113.462739720986,265.333377779414
"Fire",43,0,14,47.9201151151032,113.327064796264,264.695851423965
"Fire",43.1,0,14,47.9378942720551,113.22266155427,264.080576500705
"Fire",43.2,0,14,47.9678364275022,113.115174096767,263.531398449556
"Fire",43.3,0,14,47.9957389963455,113.022569285824,262.882973055531
"Fire",43.4,0,14,48.0143130006259,112.889292189456,262.270550372101
"Fire",43.5,0,14,48.0295144442579,112.787029434283,261.578059388682
"Fire",43.6,0,14,48.0345942079128,112.664270301161,260.91463088045
"Fire",43.7,0,14,48.0616863847875,112.558221796598,260.277878204979
"Fire",43.8,0,14,48.0990042112374,112.400315011549,259.705255601368
"Fire",43.9,0,14,48.1136928391733,112.274038031597,259.126501181663
"Fire",44,0,14,48.1156702965313,112.171927532036,258.566259793536
"Fire",44.1,0,14,48.1154742300442,112.076560889348,257.926964678987
"Fire",44.2,0,14,48.1479140726394,111.946422960467,257.292895062726
"Fire",44.3,0,14,48.1551174637695,111.824866057006,256.589761733511
"Fire",44.4,0,14,48.1750522981176,111.683602340523,256.089444315382
"Fire",44.5,0,14,48.1877549535708,111.541708178098,255.642949011142
"Fire",44.6,0,14,48.2001982021383,111.412255442219,255.092919359707
"Fire",44.7,0,14,48.2268134865187,111.265490948745,254.525298630432
"Fire",44.8,0,14,48.2497815374786,111.131763177281,253.932348386201
"Fire",44.9,0,14,48.2474330919357,111.0186436435,253.309373828511
"Fire",45,0,14,48.2886493398425,110.901632426804,252.720227576556
"Fire",45.1,0,14,48.3263144241951,110.778377409033,252.066127292237
"Fire",45.2,0,14,48.3637594373945,110.635016070648,251.246357445072
"Fire",45.3,0,14,48.3974574860482,110.507946079782,250.698311399934
"Fire",45.4,0,14,48.4033660425137,110.365940045503,250.166674866645
"Fire",45.5,0,14,48.4214273091839,110.244100674836,249.651268239354
"Fire",45.6,0,14,48.4241584998049,110.126824678656,248.900100443956
"Fire",45.7,0,14,48.4388812068233,110.007668338747,248.29470808116
"Fire",45.8,0,14,48.4675212679695,109.900283865416,247.800085003297
"Fire",45.9,0,14,48.4836446226976,109.786848377811,247.143428239621
"Fire",46,0,14,48.4716556505509,109.685179187058,246.528472325867
"Fire",46.1,0,14,48.4772100310765,109.557784080607,245.921866417957
"Fire",46.2,0,14,48.5304292526391,109.431744831043,245.251248235718
"Fire",46.3,0,14,48.5451103405096,109.314113812592,244.623733359923
"Fire",46.4,0,14,48.5783715210468,109.207832616093,244.004904279378
"Fire",46.5,0,14,48.6034290412932,109.062130454842,243.388397323019
"Fire",46.6,0,14,48.6186959132258,108.933276751404,242.760036990596
"Fire",46.7,0,14,48.6204533903389,108.826204359158,242.196247088715
"Fire",46.8,0,14,48.6354409909662,108.719648273924,241.512523559306
"Fire",46.9,0,14,48.6424838143571,108.603410194588,240.893130621981
"Fire",47,0,14,48.6810336437963,108.509203670135,240.297488069315
"Fire",47.1,0,14,48.7096968229837,108.394198548247,239.723984975303
"Fire",47.2,0,14,48.7087040337448,108.282741985957,239.099053982403
"Fire",47.3,0,14,48.7069171940106,108.148543396078,238.44794137936
"Fire",47.4,0,14,48.7082872791963,108.04401084852,237.831965618463
"Fire",47.5,0,14,48.7052640837743,107.943621836743,237.218456572416
"Fire",47.6,0,14,48.703990010338,107.81810758295,236.612146767038
"Fire",47.7,0,14,48.7028369020411,107.692794388689,236.093436596779
"Fire",47.8,0,14,48.7015244395706,107.56427107406,235.574717194972
"Fire",47.9,0,14,48.7046661360112,107.465154015204,235.058715717946
"Fire",48,0,14,48.7181650212825,107.350183887964,234.489582614454
"Fire",48.1,0,14,48.717197197231,107.22048040709,234.044391764595
"Fire",48.2,0,14,48.723068203381,107.116230685684,233.574479432875
"Fire",48.3,0,14,48.7292655024549,106.999630830023,232.882621653999
"Fire",48.4,0,14,48.7295151924838,106.880524659822,232.316208128036
"Fire",48.5,0,14,48.7378759522781,106.756083678655,231.871072341202
"Fire",48.6,0,14,48.730556843966,106.662059241907,231.253184970159
"Fire",48.7,0,14,48.759442334818,106.546520096184,230.683378621946
"Fire",48.8,0,14,48.7772657686468,106.455656390684,230.090184846523
"Fire",48.9,0,14,48.8011601613142,106.348839045711,229.547152735734
"Fire",49,0,14,48.8286050308936,106.231013510789,229.052900892713
"Fire",49.1,0,14,48.8473216847048,106.109295418805,228.591742574578
"Fire",49.2,0,14,48.8548707076655,106.011638921682,228.145148418784
"Fire",49.3,0,14,48.8506623295533,105.903225415363,227.664979312828
"Fire",49.4,0,14,48.8623953366878,105.787417414148,227.102325535354
"Fire",49.5,0,14,48.876237179542,105.68059745927,226.634823577374
"Fire",49.6,0,14,48.899653169528,105.573827467754,226.166257343443
"Fire",49.7,0,14,48.9268556512394,105.465390994956,225.73507513013
"Fire",49.8,0,14,48.9380550628347,105.363858779416,225.257182506104
"Fire",49.9,0,14,48.9420127229382,105.272135769366,224.564197747626
"Fire",50,0,14,48.947524048029,105.148012370578,224.13061391036
"Fire",50.1,0,14,48.9690476300461,105.017356025595,223.491702466183
"Fire",50.2,0,14,48.9832630765964,104.89380947059,222.966910261302
"Fire",50.3,0,14,48.9915038911263,104.764072666213,222.373731744573
"Fire",50.4,0,14,49.005954509897,104.650300565287,221.690006376399
"Fire",50.5,0,14,49.0166404001847,104.558294240253,221.199380606049
"Fire",50.6,0,14,49.0057758253503,104.453824548602,220.701120016309
"Fire",50.7,0,14,49.024214870251,104.337096758947,220.262135660041
"Fire",50.8,0,14,49.0452632300061,104.215241426616,219.809402349513
"Fire",50.9,0,14,49.0506298153025,104.082469726246,219.244171249864
"Fire",51,0,14,49.040081502497,103.964002940085,218.663382305937
"Fire",51.1,0,14,49.0595183437988,103.854134352414,218.060779684034
"Fire",51.2,0,14,49.0491407985299,103.750110393162,217.589039634788
"Fire",51.3,0,14,49.0561223361746,103.624176657485,217.118130593189
"Fire",51.4,0,14,49.0738840299241,103.539275092617,216.630392566233
"Fire",51.5,0,14,49.1035481819432,103.438723787808,216.21031223325
"Fire",51.6,0,14,49.1054419337863,103.324863362784,215.789850841253
"Fire",51.7,0,14,49.1080274767011,103.199533035477,215.207523944753
"Fire",51.8,0,14,49.1132967681352,103.09149569683,214.686448644639
"Fire",51.9,0,14,49.1120243695635,102.971392049605,214.221148549567
"Fire",52,0,14,49.1207701737163,102.864774257924,213.781346957563
"Fire",52.1,0,14,49.1186050082617,102.748769853031,213.292335770053
"Fire",52.2,0,14,49.1443297154864,102.658471549224,212.792920814
"Fire",52.3,0,14,49.1524422807528,102.555348574831,212.307728491185
"Fire",52.4,0,14,49.1559945644596,102.426478230726,211.781016172926
"Fire",52.5,0,14,49.1535281684418,102.329535454505,211.2736856207
"Fire",52.6,0,14,49.1652206073605,102.226696902397,210.807480248793
"Fire",52.7,0,14,49.1727466231327,102.120057103213,210.336578377851
"Fire",52.8,0,14,49.1783352753526,102.012701170837,209.860890097877
"Fire",52.9,0,14,49.1845299317087,101.914431022638,209.444852264042
"Fire",53,0,14,49.1904482710754,101.778591315059,209.029601033929
"Fire",53.1,0,14,49.1822290589499,101.676132979272,208.557563869281
"Fire",53.2,0,14,49.1821047822125,101.546287053319,208.101478083723
"Fire",53.3,0,14,49.1769907713541,101.464094288433,207.629511768677
"Fire",53.4,0,14,49.1684513833281,101.33501729999,207.080096269091
"Fire",53.5,0,14,49.1714775822072,101.235867699077,206.607324781522
"Fire",53.6,0,14,49.175625986681,101.137187961093,206.322406638725
"Fire",53.7,0,14,49.1799832810371,101.037614847258,205.824704698778
"Fire",53.8,0,14,49.1816065795908,100.928086565506,205.309200182912
"Fire",53.9,0,14,49.1899126410913,100.844039932445,204.900217938297
"Fire",54,0,14,49.1779411826288,100.744999465951,204.345838102942
"Fire",54.1,0,14,49.1517651577257,100.660091510342,203.949771203195
"Fire",54.2,0,14,49.1851003445881,100.564063591368,203.474787883149
"Fire",54.3,0,14,49.208099465391,100.424927502218,203.154171587815
"Fire",54.4,0,14,49.2098543827119,100.331225090157,202.671047638973
"Fire",54.5,0,14,49.2059475419347,100.235335744813,202.157351469613
"Fire",54.6,0,14,49.2345669852922,100.116582015946,201.648367825543
"Fire",54.7,0,14,49.2408514352418,99.9952844236736,201.190505826369
"Fire",54.8,0,14,49.2552004714949,99.8993157788383,200.762887522968
"Fire",54.9,0,14,49.2749668359838,99.8091586428156,200.334511528544
"Fire",55,0,14,49.2947409751087,99.7018421121023,199.905919809981
"Fire",55.1,0,14,49.3015716494269,99.6036638015751,199.360022493545
"Fire",55.2,0,14,49.3178505212616,99.4708713493777,198.865104598076
"Fire",55.3,0,14,49.3278331633682,99.3616904520399,198.371529513042
"Fire",55.4,0,14,49.3551072603842,99.2724174255172,197.856964789066
"Fire",55.5,0,14,49.3468733510134,99.1570692445889,197.366777621409
"Fire",55.6,0,14,49.3401260370834,99.0284579725719,196.920635167405
"Fire",55.7,0,14,49.3467893946383,98.9208145011841,196.518366479974
"Fire",55.8,0,14,49.3584253445927,98.809087258589,196.111976530068
"Fire",55.9,0,14,49.3674433434413,98.6855116697099,195.741106648066
"Fire",56,0,14,49.3830805112361,98.5835206100671,195.325705329575
"Fire",56.1,0,14,49.3733697395771,98.5032325589196,194.820973936614
"Fire",56.2,0,14,49.3702855315228,98.386094332588,194.403892216389
"Fire",56.3,0,14,49.3553628046984,98.2614149080226,193.96016656836
"Fire",56.4,0,14,49.364559311648,98.1434925476779,193.54173946286
"Fire",56.5,0,14,49.3923613279902,98.0244446814778,193.083686731135
"Fire",56.6,0,14,49.3919105173271,97.9371271405457,192.690172277137
"Fire",56.7,0,14,49.3918298167283,97.8199022345406,192.277847709792
"Fire",56.8,0,14,49.409987662622,97.7181423066717,191.744587517849
"Fire",56.9,0,14,49.4042327943066,97.5896959387816,191.240620142408
"Fire",57,0,14,49.4152167802534,97.4881978579977,190.858576266604
"Fire",57.1,0,14,49.4257009302367,97.379566646049,190.504080801092
"Fire",57.2,0,14,49.3958389297645,97.2790855868722,190.055298720416
"Fire",57.3,0,14,49.3579915035467,97.1802812535238,189.709241390118
"Fire",57.4,0,14,49.4000298329772,97.0711735148331,189.247290820251
"Fire",57.5,0,14,49.3788044402329,96.9590209100058,188.814498247167
"Fire",57.6,0,14,49.4082179309042,96.8538108185104,188.499240078835
"Fire",57.7,0,14,49.4399866881708,96.7497414149975,188.149439073698
"Fire",57.8,0,14,49.433086802428,96.6723076962475,187.715169115256
"Fire",57.9,0,14,49.4662197020814,96.5861290700795,187.227770511711
"Fire",58,0,14,49.4899217731502,96.5109295048324,186.717221609233
"Fire",58.1,0,14,49.4940978389475,96.4028630239451,186.229806201017
"Fire",58.2,0,14,49.491788960275,96.3055666733663,185.954826108212
"Fire",58.3,0,14,49.4826397744458,96.2010367975605,185.449858124812
"Fire",58.4,0,14,49.4825902660496,96.0983291799784,185.026519210972
"Fire",58.5,0,14,49.4613194389735,95.971801870308,184.691620144168
"Fire",58.6,0,14,49.454918331559,95.8646283898502,184.380061693044
"Fire",58.7,0,14,49.470843206054,95.7445061516339,183.919157621189
"Fire",58.8,0,14,49.4836233329751,95.6454366504369,183.480488217813
"Fire",58.9,0,14,49.4891012315213,95.5321535463025,183.133494927375
"Fire",59,0,14,49.4931936709328,95.43058231611,182.703049801529
"Fire",59.1,0,14,49.5020928575644,95.3297321114346,182.263075980596
"Fire",59.2,0,14,49.4809642128566,95.231360973954,181.81352103031
"Fire",59.3,0,14,49.4511947463504,95.1313682093743,181.388682684978
"Fire",59.4,0,14,49.4773275396318,95.0236330775828,181.077387121407
"Fire",59.5,0,14,49.4587458242332,94.9175095617217,180.78753839949
"Fire",59.6,0,14,49.4494346360375,94.8235186458911,180.25950464345
"Fire",59.7,0,14,49.4607478609602,94.7031560694751,179.844694507453
"Fire",59.8,0,14,49.465472129662,94.6045718564438,179.547928673353
"Fire",59.9,0,14,49.4859354149699,94.478679863926,179.036553768813
"Fire",60,0,14,49.47492199792,94.385845869559,178.512560562269
"Fire",60.1,0,14,49.4857138258686,94.2868827660213,178.150144972494
"Fire",60.2,0,14,49.477186019394,94.1891433074178,177.757548333089
"Fire",60.3,0,14,49.4410312733247,94.1051899858063,177.477477690132
"Fire",60.4,0,14,49.4255228658504,93.9973169671969,177.075737527398
"Fire",60.5,0,14,49.4004473343857,93.8964685027796,176.616684656725
"Fire",60.6,0,14,49.4108026750865,93.7918581117058,176.333548972443
"Fire",60.7,0,14,49.4199205814343,93.6915042596007,175.881870517611
"Fire",60.8,0,14,49.4021691877672,93.5768695575903,175.549579884954
"Fire",60.9,0,14,49.4153684170958,93.4836728816026,175.255682140621
"Fire",61,0,14,49.4370327551176,93.3730653948306,174.931191935856
"Fire",61.1,0,14,49.4293404834988,93.2693593524043,174.603808043248
"Fire",61.2,0,14,49.4159019695296,93.1718052697169,174.269097443707
"Fire",61.3,0,14,49.4344561161747,93.0807040681267,173.974539260376
"Fire",61.4,0,14,49.4420311386735,92.9836267002021,173.643803900213
"Fire",61.5,0,14,49.4304466940931,92.8972319835799,173.324981453037
"Fire",61.6,0,14,49.4392876958566,92.7973651614273,173.062762779089
"Fire",61.7,0,14,49.4484822553583,92.7149863375329,172.754253460094
"Fire",61.8,0,14,49.4376202269238,92.6220571830597,172.393786065113
"Fire",61.9,0,14,49.4271178058778,92.5126814177914,172.041847838561
"Fire",62,0,14,49.4210017356927,92.4208177781079,171.677412645708
"Fire",62.1,0,14,49.4047620564695,92.3165418773273,171.30736317329
"Fire",62.2,0,14,49.4097218456201,92.2044834639474,170.93994927102
"Fire",62.3,0,14,49.4016008549371,92.0996284523329,170.49863894244
"Fire",62.4,0,14,49.3792630667268,92.0158505460741,170.10003441475
"Fire",62.5,0,14,49.3986688226305,91.9258564301344,169.709196895388
"Fire",62.6,0,14,49.3715946592067,91.8233245046059,169.316684713994
"Fire",62.7,0,14,49.3526825615745,91.7259715994828,168.935872087615
"Fire",62.8,0,14,49.3552412194753,91.6359395581216,168.59647329903
"Fire",62.9,0,14,49.3554701637648,91.5421156627298,168.199060471257
"Fire",63,0,14,49.3264910499466,91.4171718674882,167.893413109422
"Fire",63.1,0,14,49.3076871313473,91.3200065352595,167.569775499568
"Fire",63.2,0,14,49.3199124255078,91.2117377558798,167.174652424056
"Fire",63.3,0,14,49.3134558051003,91.1038830170114,166.836641366416
"Fire",63.4,0,14,49.3026869683704,90.9928738533797,166.585038393444
"Fire",63.5,0,14,49.2819405675561,90.8788940271876,166.252300523941
"Fire",63.6,0,14,49.2473839344819,90.7754750738444,166.000635422951
"Fire",63.7,0,14,49.2453962667013,90.6794580698782,165.64810094917
"Fire",63.8,0,14,49.2501610542834,90.6076861865255,165.384726381726
"Fire",63.9,0,14,49.2291960459354,90.5446244708015,165.017512453777
"Fire",64,0,14,49.2461245827225,90.4417311305947,164.618616740489
"Fire",64.1,0,14,49.2114687667607,90.3438866469844,164.269701314552
"Fire",64.2,0,14,49.211197278722,90.2540448451684,163.978805998761
"Fire",64.3,0,14,49.2067944134575,90.1712130019748,163.619814450278
"Fire",64.4,0,14,49.2053478479606,90.0502639805087,163.271110975495
"Fire",64.5,0,14,49.1962441307731,89.9508763405361,162.887310600049
"Fire",64.6,0,14,49.2015634193755,89.8662764018631,162.498073780503
"Fire",64.7,0,14,49.2105644003291,89.7605844440615,162.311065002537
"Fire",64.8,0,14,49.2128945616154,89.6689573019223,162.09823672931
"Fire",64.9,0,14,49.2111389125511,89.5881516662919,161.784705663336
"Fire",65,0,14,49.1699873574519,89.4991328550531,161.509528238124
"Fire",65.1,0,14,49.1505324915811,89.4070581550993,161.164950213483
"Fire",65.2,0,14,49.1648696060077,89.3203666344535,160.813634725287
"Fire",65.3,0,14,49.1486321810471,89.215814362973,160.509152131693
"Fire",65.4,0,14,49.1219505971078,89.1242299803634,160.27469057862
"Fire",65.5,0,14,49.1215206400137,89.0277713168212,159.973536895663
"Fire",65.6,0,14,49.1260593120868,88.9435810044071,159.716182532967
"Fire",65.7,0,14,49.1292912602793,88.8490673058599,159.393258681
"Fire",65.8,0,14,49.1353187363864,88.7577511835592,159.038320256503
"Fire",65.9,0,14,49.1298981052699,88.6584856114555,158.734861821818
"Fire",66,0,14,49.1187832064025,88.5322148943948,158.534721914295
"Fire",66.1,0,14,49.1090810403664,88.428676703767,158.23972787038
"Fire",66.2,0,14,49.0970439173467,88.3185577098276,158.015602093185
"Fire",66.3,0,14,49.0891063926582,88.2165749531863,157.71363877644
"Fire",66.4,0,14,49.085031077794,88.0985969467414,157.393861406862
"Fire",66.5,0,14,49.073115729685,88.0083381547262,157.095224875983
"Fire",66.6,0,14,49.0664016132114,87.9452106029048,156.812314020058
"Fire",66.7,0,14,49.0655367586409,87.8694381835293,156.498294622568
"Fire",66.8,0,14,49.0178887515601,87.7852397147486,156.19630053292
"Fire",66.9,0,14,49.0044441540301,87.6866842018873,155.871797404436
"Fire",67,0,14,48.990885051383,87.6067089364798,155.531823678837
"Fire",67.1,0,14,48.977717912864,87.5037460564744,155.246716555685
"Fire",67.2,0,14,48.9469517182663,87.4067395847044,155.052656851031
"Fire",67.3,0,14,48.9433741350468,87.3211544106405,154.643349719653
"Fire",67.4,0,14,48.9392017772459,87.239050432486,154.456409020155
"Fire",67.5,0,14,48.9235109320753,87.1513499186716,154.150678037528
"Fire",67.6,0,14,48.9251004452378,87.0692624139377,153.903009422428
"Fire",67.7,0,14,48.9314824752587,86.9741231673494,153.650480279447
"Fire",67.8,0,14,48.9226040961048,86.8860898257295,153.432861501984
"Fire",67.9,0,14,48.9115652902669,86.8015844182054,153.227015849617
"Fire",68,0,14,48.9147387660942,86.7189093843471,152.9359333655
"Fire",68.1,0,14,48.9007156947587,86.6309950934693,152.641765039643
"Fire",68.2,0,14,48.874791918461,86.5478928428504,152.300892790906
"Fire",68.3,0,14,48.8478137757949,86.4452877506764,152.025305121002
"Fire",68.4,0,14,48.8374188961297,86.3485883462255,151.785186688624
"Fire",68.5,0,14,48.8033704760617,86.2814709513396,151.57324545524
"Fire",68.6,0,14,48.7679526357412,86.1922072468835,151.346211418224
"Fire",68.7,0,14,48.7403109692887,86.1022607193414,151.12722349
"Fire",68.8,0,14,48.7313651054795,86.0060552659666,150.864860291264
"Fire",68.9,0,14,48.7063995469228,85.918853694412,150.537994729572
"Fire",69,0,14,48.7143727872428,85.8351607435139,150.382455768022
"Fire",69.1,0,14,48.6846461544364,85.7440125142901,150.144450481685
"Fire",69.2,0,14,48.6884884627681,85.6470163529454,149.860337435654
"Fire",69.3,0,14,48.6812876746831,85.5787873752759,149.570434350882
"Fire",69.4,0,14,48.6578714049376,85.4745731416858,149.367078916912
"Fire",69.5,0,14,48.6373485240474,85.3864348314816,149.154517747975
"Fire",69.6,0,14,48.6340495453602,85.2948997119007,148.956561277088
"Fire",69.7,0,14,48.6264009760021,85.2033702160288,148.728413158151
"Fire",69.8,0,14,48.6015208243268,85.100447135441,148.474182778728
"Fire",69.9,0,14,48.6014431553261,85.0184094313357,148.257738674337
"Fire",70,0,14,48.5839975055637,84.9420628255371,148.008657482615
"Fire",70.1,0,14,48.5747265513542,84.8540139526419,147.811917326452
"Fire",70.2,0,14,48.5611424154066,84.7577588327331,147.555412327172
"Fire",70.3,0,14,48.5134620879892,84.6873848516526,147.211721948131
"Fire",70.4,0,14,48.5213790842551,84.6243045071593,146.986819200365
"Fire",70.5,0,14,48.5153326584935,84.534414040539,146.745689714238
"Fire",70.6,0,14,48.4936113067244,84.4442597669205,146.655825961312
"Fire",70.7,0,14,48.4525821668847,84.3633795197502,146.292068865558
"Fire",70.8,0,14,48.4042092800151,84.2727406783717,146.069592020967
"Fire",70.9,0,14,48.3686568488321,84.1926130050116,145.848430947287
"Fire",71,0,14,48.3977134259478,84.1048883445071,145.581387270422
"Fire",71.1,0,14,48.3468866293346,84.0314383568007,145.337264243239
"Fire",71.2,0,14,48.3398467497921,83.9404267723462,145.061689173237
"Fire",71.3,0,14,48.3340701596964,83.8462869498009,144.79036559339
"Fire",71.4,0,14,48.2768303508036,83.7556625757921,144.540666805087
"Fire",71.5,0,14,48.2788824533183,83.6702355571176,144.24620606459
"Fire",71.6,0,14,48.2624280633582,83.5801300742905,143.949586654853
"Fire",71.7,0,14,48.222543307666,83.4842538863508,143.742948445766
"Fire",71.8,0,14,48.1685335009169,83.3918241155004,143.514304151556
"Fire",71.9,0,14,48.1476832059582,83.3049309153182,143.364344484525
"Fire",72,0,14,48.1470601409498,83.224914006906,143.225928829687
"Fire",72.1,0,14,48.1448510390648,83.1288826671322,142.92500458502
"Fire",72.2,0,14,48.1320226861782,83.0345060927757,142.705115310967
"Fire",72.3,0,14,48.1166639550337,82.9292681166507,142.501816355324
"Fire",72.4,0,14,48.0949565650178,82.8445429146089,142.223150904006
"Fire",72.5,0,14,48.1002559331047,82.7571190586444,141.996329908251
"Fire",72.6,0,14,48.0878285081534,82.6735500461447,141.804827338479
"Fire",72.7,0,14,48.0708890305857,82.5690111676111,141.614571546249
"Fire",72.8,0,14,48.0453272741108,82.4781465096961,141.347812867352
"Fire",72.9,0,14,48.0057040379378,82.3827903550538,141.086308017271
"Fire",73,0,14,47.9815112534439,82.3017114435083,140.841543078775
"Fire",73.1,0,14,47.9450859298682,82.2283407273504,140.679486274383
"Fire",73.2,0,14,47.918658816776,82.136541274577,140.46668423289
"Fire",73.3,0,14,47.8879860901229,82.040746671456,140.302141828204
"Fire",73.4,0,14,47.8593313861093,81.9318589413923,140.087682632866
"Fire",73.5,0,14,47.8020239774234,81.8500402272779,140.042138690928
"Fire",73.6,0,14,47.8062627811846,81.7710456680291,139.801541500474
"Fire",73.7,0,14,47.7722273376085,81.6734087741102,139.561850685264
"Fire",73.8,0,14,47.7370669942954,81.5934723676527,139.337406953804
"Fire",73.9,0,14,47.7151332562539,81.5021933474864,139.130217160082
"Fire",74,0,14,47.6695885638255,81.3939342476082,138.976585803427
"Fire",74.1,0,14,47.6686163673624,81.3113775751133,138.798186960006
"Fire",74.2,0,14,47.6330389549507,81.2192873259878,138.557974461388
"Fire",74.3,0,14,47.6374572126265,81.1261970199876,138.304518118069
"Fire",74.4,0,14,47.5895965443322,81.0531494694831,138.032260755238
"Fire",74.5,0,14,47.5459273643286,80.9594640249826,137.847751830317
"Fire",74.6,0,14,47.4903671169772,80.8705710438415,137.607162076042
"Fire",74.7,0,14,47.4212202234826,80.8030718572904,137.451886540602
"Fire",74.8,0,14,47.3944364548005,80.7061639541902,137.195164468712
"Fire",74.9,0,14,47.3407996604607,80.6016489130807,137.02469931822
"Fire",75,0,14,47.3212247307807,80.4994470945046,136.735335756307
"Fire",75.1,0,14,47.2794569195817,80.4166151909944,136.552438184767
"Fire",75.2,0,14,47.2469856855833,80.332216646421,136.337153560299
"Fire",75.3,0,14,47.2060659887892,80.250298087311,136.160417907414
"Fire",75.4,0,14,47.1709352345655,80.156384885569,135.959135963925
"Fire",75.5,0,14,47.143022676749,80.069277988355,135.757978612463
"Fire",75.6,0,14,47.1126147194515,79.9879239712037,135.546585557634
"Fire",75.7,0,14,47.0994610737893,79.9000656015638,135.3906498863
"Fire",75.8,0,14,47.0381683432761,79.8293816244175,135.247461454543
"Fire",75.9,0,14,47.015257919466,79.740774112916,135.0550097631
"Fire",76,0,14,47.0040661941955,79.6522014062318,134.976390796206
"Fire",76.1,0,14,46.9588454335578,79.5556813853789,134.788379701078
"Fire",76.2,0,14,46.9066429033151,79.4689664788963,134.622344302033
"Fire",76.3,0,14,46.8436470772525,79.3888656157224,134.421180115448
"Fire",76.4,0,14,46.788672338526,79.3170388552563,134.309484024084
"Fire",76.5,0,14,46.7537702306347,79.242346002571,134.068142322262
"Fire",76.6,0,14,46.7456855338461,79.1649213709252,133.793803726771
"Fire",76.7,0,14,46.7019676460051,79.0680239388312,133.579876427374
"Fire",76.8,0,14,46.6885676198283,78.9675930633462,133.387991910895
"Fire",76.9,0,14,46.6360615924857,78.8785497931019,133.180920147591
"Fire",77,0,14,46.6006647491043,78.8010210613236,133.002707136845
"Fire",77.1,0,14,46.604321181225,78.7117161892725,132.782766159991
"Fire",77.2,0,14,46.5979624482773,78.6076844500912,132.579020076089
"Fire",77.3,0,14,46.5974790902156,78.5217749689591,132.460014586783
"Fire",77.4,0,14,46.5070251230735,78.4480165467832,132.256205679852
"Fire",77.5,0,14,46.4770226164534,78.3483104089463,132.122030495911
"Fire",77.6,0,14,46.4545404903432,78.2690555437769,131.975546166755
"Fire",77.7,0,14,46.4035153032026,78.1888127063325,131.768801186216
"Fire",77.8,0,14,46.3680425085694,78.1158287266639,131.558688177744
"Fire",77.9,0,14,46.3142963927197,78.0279985206055,131.392202858644
"Fire",78,0,14,46.295239673097,77.9550971804399,131.247213474189
"Fire",78.1,0,14,46.2574750993211,77.8901622797661,131.046546656928
"Fire",78.2,0,14,46.2162133941116,77.7930814865861,130.820997727461
"Fire",78.3,0,14,46.1775011580241,77.7160201649946,130.657482707767
"Fire",78.4,0,14,46.1564947725897,77.6279004167813,130.505159641891
"Fire",78.5,0,14,46.1038727875276,77.5535523312056,130.344970109607
"Fire",78.6,0,14,46.0688295236417,77.4720185946404,130.186158121528
"Fire",78.7,0,14,46.053759378913,77.3925300745174,130.032255089019
"Fire",78.8,0,14,46.0178006243459,77.318396157935,129.857843113841
"Fire",78.9,0,14,45.9645352922407,77.2291367043524,129.725787325228
"Fire",79,0,14,45.9108400922873,77.1355332747668,129.637341845129
"Fire",79.1,0,14,45.8447020497211,77.0516558058243,129.502525932149
"Fire",79.2,0,14,45.8038599951425,76.9630379196808,129.324898613278
"Fire",79.3,0,14,45.7750473809775,76.8849367100958,129.207653956591
"Fire",79.4,0,14,45.7381256911237,76.7962435094087,129.107130496052
"Fire",79.5,0,14,45.7001004414922,76.7199085761186,128.966445810623
"Fire",79.6,0,14,45.6796794491424,76.6413450500919,128.78471398437
"Fire",79.7,0,14,45.6464519990352,76.553054819102,128.60357875234
"Fire",79.8,0,14,45.5957989373972,76.4750899354308,128.486550359824
"Fire",79.9,0,14,45.5492758744806,76.3930396835573,128.35695169216
"Fire",80,0,14,45.5319533374786,76.3159157648167,128.23735100514
"Fire",80.1,0,14,45.4688117968608,76.2272238264575,128.084424766622
"Fire",80.2,0,14,45.4221747434675,76.1616568461381,127.949453812654
