"Treatment.Act","BA","Recovery","cp.requirements","low","med","high"
"Fire",54.8,0,6,268.820909813853,409.796204309819,622.146741207578
"Fire",54.9,0,6,268.645037126579,409.208570159102,620.935555751003
"Fire",55,0,6,268.476052198962,408.656859318583,619.720111957754
"Fire",55.1,0,6,268.276293029014,408.12512285989,618.608164566308
"Fire",55.2,0,6,268.114783236955,407.613324990729,617.328394333628
"Fire",55.3,0,6,268.086687916474,407.09852585891,616.032834732557
"Fire",55.4,0,6,267.919557238279,406.56784240325,614.790344952791
"Fire",55.5,0,6,267.734296870644,406.00662614932,613.593196576827
"Fire",55.6,0,6,267.579630368619,405.487398168303,612.486718965633
"Fire",55.7,0,6,267.410216622592,404.931769463714,611.353509784661
"Fire",55.8,0,6,267.285070018638,404.413499792074,610.140670931481
"Fire",55.9,0,6,267.195428145966,403.869820589093,608.895846285075
"Fire",56,0,6,267.006662956021,403.353729494086,607.460027291843
"Fire",56.1,0,6,266.892624888997,402.796326273217,606.457880193367
"Fire",56.2,0,6,266.736327773192,402.28349190336,605.164846087768
"Fire",56.3,0,6,266.602633234829,401.718666293243,603.816565054633
"Fire",56.4,0,6,266.471844220373,401.240567956122,602.574099899758
"Fire",56.5,0,6,266.359985440237,400.72809564721,601.276237851904
"Fire",56.6,0,6,266.19715379473,400.237148927197,600.047089814957
"Fire",56.7,0,6,265.940406743862,399.731469612612,598.908069984585
"Fire",56.8,0,6,265.742811390575,399.183362461661,597.61777040187
"Fire",56.9,0,6,265.500534228189,398.735151815801,596.336355408126
"Fire",57,0,6,265.283427265772,398.200228379351,595.299008998436
"Fire",57.1,0,6,265.061863445685,397.689089429083,593.941691014191
"Fire",57.2,0,6,264.925731119606,397.202500614907,592.862371991541
"Fire",57.3,0,6,264.793734612306,396.73392269228,591.585654382313
"Fire",57.4,0,6,264.559933877136,396.210392712638,590.343758126243
"Fire",57.5,0,6,264.377286084547,395.642272601494,589.28103333594
"Fire",57.6,0,6,264.157899409345,395.093035320275,588.046728436011
"Fire",57.7,0,6,264.018986605676,394.614272150795,586.816063045218
"Fire",57.8,0,6,263.904565813825,394.113118453015,585.573423610129
"Fire",57.9,0,6,263.656589583616,393.551615277226,584.241224125064
"Fire",58,0,6,263.485183282467,393.015252093389,583.141788159321
"Fire",58.1,0,6,263.297053686308,392.473557909431,582.006679805719
"Fire",58.2,0,6,263.025906911934,391.946300313332,580.843927276966
"Fire",58.3,0,6,262.937288188633,391.465358036242,579.813296911185
"Fire",58.4,0,6,262.759544249792,390.931531375917,578.559961572949
"Fire",58.5,0,6,262.547893778611,390.460014729753,577.437623670539
"Fire",58.6,0,6,262.287690998794,389.958977260668,576.038973943184
"Fire",58.7,0,6,262.121997535017,389.466802936014,574.899309454277
"Fire",58.8,0,6,261.995095129291,388.936364886854,573.730643248592
"Fire",58.9,0,6,261.862483166823,388.437387048246,572.70651212623
"Fire",59,0,6,261.686130387504,387.944572195985,571.679660033089
"Fire",59.1,0,6,261.50665844474,387.416628791072,570.654646037682
"Fire",59.2,0,6,261.330077789015,386.957383989995,569.564943352772
"Fire",59.3,0,6,261.117490507939,386.429022404351,568.5097009831
"Fire",59.4,0,6,260.936768582471,385.910519585638,567.431579139124
"Fire",59.5,0,6,260.708249397015,385.446297643056,566.428613712895
"Fire",59.6,0,6,260.55714095656,384.946418542017,565.064750964314
"Fire",59.7,0,6,260.353705554436,384.385851498243,563.929197568436
"Fire",59.8,0,6,260.159674094496,383.846066161432,562.928209463793
"Fire",59.9,0,6,259.987895885996,383.382455613688,561.82830261202
"Fire",60,0,6,259.780619006901,382.895804549781,560.560845711111
"Fire",60.1,0,6,259.597658298125,382.352823811086,559.511598549745
"Fire",60.2,0,6,259.425276351131,381.846792740703,558.439647855764
"Fire",60.3,0,6,259.19021491338,381.39135777496,557.406721198135
"Fire",60.4,0,6,258.987001199055,380.882549984934,556.494933852712
"Fire",60.5,0,6,258.774801729738,380.412991389533,555.380728300041
"Fire",60.6,0,6,258.567966104528,379.942250206369,554.227850119291
"Fire",60.7,0,6,258.291833577374,379.433194383845,553.026314777994
"Fire",60.8,0,6,258.103268952587,378.895148239961,551.737370806399
"Fire",60.9,0,6,257.898068510344,378.355338012293,550.616685023197
"Fire",61,0,6,257.757446282686,377.896617887807,549.554353659512
"Fire",61.1,0,6,257.586420749538,377.421549008073,548.747127696346
"Fire",61.2,0,6,257.36778843876,376.977729914599,547.767328632048
"Fire",61.3,0,6,257.204283210736,376.4880612634,546.434784629899
"Fire",61.4,0,6,257.007248652564,375.997126628959,545.388760251852
"Fire",61.5,0,6,256.836143656015,375.531880310454,544.342703174959
"Fire",61.6,0,6,256.687838745232,374.998840944241,543.204794831208
"Fire",61.7,0,6,256.400551920116,374.549820589022,542.321455145102
"Fire",61.8,0,6,256.147696225279,374.076381017712,541.236602382629
"Fire",61.9,0,6,255.994399021029,373.635715956528,540.192945487646
"Fire",62,0,6,255.879141703241,373.137846053851,539.149655916449
"Fire",62.1,0,6,255.64160636769,372.621066618503,538.140397691024
"Fire",62.2,0,6,255.45126373856,372.137385639911,537.335061481568
"Fire",62.3,0,6,255.313488728789,371.666893474955,536.409486360824
"Fire",62.4,0,6,255.196760953759,371.210699081799,535.579947005322
"Fire",62.5,0,6,255.041026501949,370.738091461479,534.468879228798
"Fire",62.6,0,6,254.851299066033,370.225743299451,533.449097093491
"Fire",62.7,0,6,254.685886256153,369.735610955705,532.52322497096
"Fire",62.8,0,6,254.521155514213,369.21627046434,531.681854271518
"Fire",62.9,0,6,254.326231882272,368.725878988552,530.703551611365
"Fire",63,0,6,254.128449936329,368.28138419212,529.89885536856
"Fire",63.1,0,6,253.915197704709,367.780010417809,528.795430329239
"Fire",63.2,0,6,253.702498036989,367.292368068938,527.817505662025
"Fire",63.3,0,6,253.532786269144,366.832570249865,526.652342990922
"Fire",63.4,0,6,253.365426004911,366.338665057078,525.909957350582
"Fire",63.5,0,6,253.168748311731,365.877796018462,524.732870255857
"Fire",63.6,0,6,252.909960846872,365.391838952809,523.695029638669
"Fire",63.7,0,6,252.692034265865,364.930991030248,522.64606947215
"Fire",63.8,0,6,252.568060064955,364.488279684931,521.664373079802
"Fire",63.9,0,6,252.411702273573,364.026530473775,520.80507729528
"Fire",64,0,6,252.227038045362,363.5591449663,519.849409607084
"Fire",64.1,0,6,252.062413451193,363.071221222523,518.931858544699
"Fire",64.2,0,6,251.926213374363,362.616329607258,517.947621277655
"Fire",64.3,0,6,251.710026715532,362.122063568274,517.094357357254
"Fire",64.4,0,6,251.503789408256,361.670339173087,516.196644544377
"Fire",64.5,0,6,251.26185075557,361.207367052157,515.185111820532
"Fire",64.6,0,6,251.151907568016,360.731813332272,514.400219679442
"Fire",64.7,0,6,250.853434057699,360.285831098587,513.427143721391
"Fire",64.8,0,6,250.558398340977,359.78192853781,512.633296671974
"Fire",64.9,0,6,250.317023971712,359.342411230953,511.831694878491
"Fire",65,0,6,250.215342083034,358.866251949449,510.742996235179
"Fire",65.1,0,6,250.075241587331,358.420668652277,509.724115980458
"Fire",65.2,0,6,249.91303825892,357.959329977853,508.788293367434
"Fire",65.3,0,6,249.674318176782,357.504699680553,507.837207094485
"Fire",65.4,0,6,249.448793095232,357.026206665857,507.097226592426
"Fire",65.5,0,6,249.291473849245,356.564608401936,506.355085771454
"Fire",65.6,0,6,249.040227694787,356.087326476739,505.383440167285
"Fire",65.7,0,6,248.84739141206,355.628837132306,504.535787397304
"Fire",65.8,0,6,248.614335873823,355.184394604599,503.688015297821
"Fire",65.9,0,6,248.364149460242,354.699361253781,502.897225803441
"Fire",66,0,6,248.192432319074,354.177009521456,501.90793081915
"Fire",66.1,0,6,248.030395480453,353.712546842189,501.037688265398
"Fire",66.2,0,6,247.885938553637,353.232093607925,500.003538751801
"Fire",66.3,0,6,247.683962191453,352.74308668418,499.17309130222
"Fire",66.4,0,6,247.465221300192,352.290816538339,498.21108438272
"Fire",66.5,0,6,247.292751911823,351.822683098074,497.436989837058
"Fire",66.6,0,6,247.094314118916,351.330013446638,496.462356980202
"Fire",66.7,0,6,246.964963837077,350.876571186553,495.540692774162
"Fire",66.8,0,6,246.784158300195,350.455020705011,494.596785534251
"Fire",66.9,0,6,246.639199008962,350.028270903583,493.665560162394
"Fire",67,0,6,246.494111606365,349.528422565558,492.644557928885
"Fire",67.1,0,6,246.299890304395,349.058179336584,491.826020715024
"Fire",67.2,0,6,246.110948954874,348.630100555801,490.840788046257
"Fire",67.3,0,6,245.885873082856,348.204182994437,490.191666259223
"Fire",67.4,0,6,245.775450765312,347.758839221779,489.326286311335
"Fire",67.5,0,6,245.625493775742,347.300275869544,488.275817463159
"Fire",67.6,0,6,245.423614255947,346.852853069773,487.416453719194
"Fire",67.7,0,6,245.209843998616,346.380688858932,486.68350309646
"Fire",67.8,0,6,245.108479052155,345.927288792473,485.824247160094
"Fire",67.9,0,6,244.834418103505,345.472885211153,484.988011122915
"Fire",68,0,6,244.577449056826,345.060356748199,484.140434305855
"Fire",68.1,0,6,244.379697976654,344.615844254499,483.253446808198
"Fire",68.2,0,6,244.172403097737,344.145236573087,482.547183441403
"Fire",68.3,0,6,243.965149504383,343.732226660336,481.751305791714
"Fire",68.4,0,6,243.764210352748,343.354615602088,481.149142596196
"Fire",68.5,0,6,243.506915182913,342.889417165846,480.441355370296
"Fire",68.6,0,6,243.399164659513,342.460278914528,479.751191818173
"Fire",68.7,0,6,243.223970936086,342.077017402328,478.967760494779
"Fire",68.8,0,6,242.948953963454,341.568597331523,478.331555684738
"Fire",68.9,0,6,242.79771835022,341.0996080599,477.601509138126
"Fire",69,0,6,242.73156417981,340.63901871286,476.826516457083
"Fire",69.1,0,6,242.428918471285,340.168988420131,476.034063250522
"Fire",69.2,0,6,242.216330356408,339.72824243255,475.319976889472
"Fire",69.3,0,6,242.056048190687,339.285886977174,474.490615736631
"Fire",69.4,0,6,241.796511720373,338.832242538663,473.786895806053
"Fire",69.5,0,6,241.521591845222,338.40826776893,472.825794440262
"Fire",69.6,0,6,241.288418537748,337.975226525054,471.964461867047
"Fire",69.7,0,6,241.060472513805,337.542633880142,471.33384028865
"Fire",69.8,0,6,240.73297651238,337.083858444327,470.691637065889
"Fire",69.9,0,6,240.51911478938,336.616063348333,469.946469622051
"Fire",70,0,6,240.244126800676,336.188380865768,469.170520480344
"Fire",70.1,0,6,240.013932202852,335.757739463946,468.181389144748
"Fire",70.2,0,6,239.748617289192,335.31649792652,467.333297652064
"Fire",70.3,0,6,239.46096707229,334.880817015082,466.627446996072
"Fire",70.4,0,6,239.154446847209,334.432285064188,466.014771364063
"Fire",70.5,0,6,238.935199531045,333.974787991866,465.143750769191
"Fire",70.6,0,6,238.687657050118,333.480402329754,464.397933752481
"Fire",70.7,0,6,238.515963438624,333.057702843573,463.7363751507
"Fire",70.8,0,6,238.368494922671,332.585277978234,462.942086170979
"Fire",70.9,0,6,238.085888347384,332.134974752263,462.087602522686
"Fire",71,0,6,237.772201183529,331.713619934712,461.352091464895
"Fire",71.1,0,6,237.581462882062,331.253621557486,460.536230413924
"Fire",71.2,0,6,237.319255117541,330.846158841124,459.723623347133
"Fire",71.3,0,6,237.095209723907,330.443237266434,459.12007421853
"Fire",71.4,0,6,236.897007878467,330.028673522584,458.424136846464
"Fire",71.5,0,6,236.699069236232,329.624537323205,457.546362827549
"Fire",71.6,0,6,236.498741651826,329.217353521015,456.769933124483
"Fire",71.7,0,6,236.245184575627,328.811856412814,455.998124390627
"Fire",71.8,0,6,236.017522097955,328.386932359672,455.250962542029
"Fire",71.9,0,6,235.832334030556,327.964327569119,454.463669092682
"Fire",72,0,6,235.60861469136,327.545756607738,453.703300419205
"Fire",72.1,0,6,235.355803282346,327.109569751258,452.994356710081
"Fire",72.2,0,6,234.941387477654,326.673725343785,452.309891020675
"Fire",72.3,0,6,234.759084433847,326.269166987967,451.582007943174
"Fire",72.4,0,6,234.566320682238,325.8269808681,450.767020832244
"Fire",72.5,0,6,234.232230558038,325.367007121335,450.11437834421
"Fire",72.6,0,6,233.959321417369,324.946873396074,449.445329861155
"Fire",72.7,0,6,233.767224217819,324.515782406654,448.57082958374
"Fire",72.8,0,6,233.593828222694,324.072680244874,447.8994714594
"Fire",72.9,0,6,233.427454675284,323.660015348854,447.093925459511
"Fire",73,0,6,233.205213352621,323.29260629917,446.287576022112
"Fire",73.1,0,6,233.023053011675,322.868024689726,445.542396706852
"Fire",73.2,0,6,232.812628688955,322.415538193712,444.942102584767
"Fire",73.3,0,6,232.506613469197,321.953986944828,444.291967472192
"Fire",73.4,0,6,232.337644162916,321.534649242049,443.741475023109
"Fire",73.5,0,6,232.071915969681,321.151007077058,443.045255892198
"Fire",73.6,0,6,231.808084794647,320.718234354535,442.211683257561
"Fire",73.7,0,6,231.521526052599,320.251866979168,441.505510437015
"Fire",73.8,0,6,231.336447497074,319.849877057387,440.645476357611
"Fire",73.9,0,6,231.146865213033,319.41779968025,439.871415778721
"Fire",74,0,6,230.929586616615,318.962770601629,439.206166046209
"Fire",74.1,0,6,230.718530288297,318.563414737484,438.542512736585
"Fire",74.2,0,6,230.467759918185,318.113830537332,438.026557454024
"Fire",74.3,0,6,230.240415531567,317.68389865797,437.38602426962
"Fire",74.4,0,6,230.052606971438,317.267923596475,436.729985286273
"Fire",74.5,0,6,229.76663303274,316.867626628966,436.040125139482
"Fire",74.6,0,6,229.56515104194,316.450762336144,435.44503103819
"Fire",74.7,0,6,229.327353284911,316.037153455177,434.841799449229
"Fire",74.8,0,6,229.069185667352,315.684094035427,434.180777952051
"Fire",74.9,0,6,228.80366190101,315.224944017373,433.610364292374
"Fire",75,0,6,228.556511390303,314.787487928157,433.023233461193
"Fire",75.1,0,6,228.340499494577,314.356950166435,432.186485258661
"Fire",75.2,0,6,228.091508109071,313.930435918047,431.602362624638
"Fire",75.3,0,6,227.871474309971,313.522355140266,430.871870340166
"Fire",75.4,0,6,227.59583381738,313.124820794393,430.080976089966
"Fire",75.5,0,6,227.356158939696,312.719756884255,429.588557888858
"Fire",75.6,0,6,227.098819567448,312.291723260626,428.818852645724
"Fire",75.7,0,6,226.767056326023,311.911615581654,428.301071285354
"Fire",75.8,0,6,226.466136823341,311.521596058826,427.750780265174
"Fire",75.9,0,6,226.209848832781,311.101010985816,427.18912068869
"Fire",76,0,6,226.005662485035,310.715892093619,426.633676521166
"Fire",76.1,0,6,225.731335217696,310.333541029432,426.015794520364
"Fire",76.2,0,6,225.415831974698,309.958896175428,425.230291446851
"Fire",76.3,0,6,225.105019362435,309.606261108578,424.476569685534
"Fire",76.4,0,6,224.836284026516,309.209410493937,423.854165952703
"Fire",76.5,0,6,224.540490972992,308.753516672731,423.242612300834
"Fire",76.6,0,6,224.315608426601,308.361052493707,422.593198226934
"Fire",76.7,0,6,224.078542998183,307.951565419893,421.970622862192
"Fire",76.8,0,6,223.886449103486,307.594255654266,421.245126965414
"Fire",76.9,0,6,223.527033973458,307.263982580884,420.50575981388
"Fire",77,0,6,223.287296540918,306.866225259872,419.980078926293
"Fire",77.1,0,6,223.075982008418,306.496264325426,419.395761495316
"Fire",77.2,0,6,222.806162306005,306.120114552646,418.937893289017
"Fire",77.3,0,6,222.560609234255,305.740635926142,418.356434840905
"Fire",77.4,0,6,222.241370318315,305.344173456269,417.808579174375
"Fire",77.5,0,6,221.988205850668,304.993366745158,417.129972631709
"Fire",77.6,0,6,221.650253166959,304.594045931271,416.531427664497
"Fire",77.7,0,6,221.331325805053,304.238149175608,415.912369457104
"Fire",77.8,0,6,221.075742501255,303.832759381772,415.3279701849
"Fire",77.9,0,6,220.796260468283,303.426270605268,414.652604578004
"Fire",78,0,6,220.483502367745,303.048727578529,413.943812784166
"Fire",78.1,0,6,220.295324260103,302.647661521322,413.325847978239
"Fire",78.2,0,6,220.022404648064,302.241288177786,412.64513389094
"Fire",78.3,0,6,219.79683017085,301.853833393834,412.146064094168
"Fire",78.4,0,6,219.493250255134,301.478980016967,411.661814191134
"Fire",78.5,0,6,219.270974456049,301.081027268404,411.068397731485
"Fire",78.6,0,6,219.019435059969,300.704727984231,410.562874496364
"Fire",78.7,0,6,218.741999948646,300.324141490564,409.948535416951
"Fire",78.8,0,6,218.471970500376,299.900684344558,409.420255756452
"Fire",78.9,0,6,218.238446958135,299.47930976773,408.82624520338
"Fire",79,0,6,218.000277789421,299.097479181093,408.222498265707
"Fire",79.1,0,6,217.76602867193,298.736897540897,407.550324062208
"Fire",79.2,0,6,217.472214251149,298.347932159715,406.885729447351
"Fire",79.3,0,6,217.188940635425,297.935366792843,406.217499913389
"Fire",79.4,0,6,216.872743772234,297.540083038299,405.685946578909
"Fire",79.5,0,6,216.656948177025,297.173379666906,405.068747237087
"Fire",79.6,0,6,216.324305202117,296.807217966568,404.437283132218
"Fire",79.7,0,6,216.019738155837,296.41658748897,403.945336650239
"Fire",79.8,0,6,215.727006774358,296.023645127182,403.35044024923
"Fire",79.9,0,6,215.486025647982,295.652113318576,402.823481675685
"Fire",80,0,6,215.167018500797,295.282491192456,402.346422643094
"Fire",80.1,0,6,214.836723212938,294.90247620754,401.85251613365
"Fire",80.2,0,6,214.612885655783,294.557639732126,401.393873994653
"Fire",80.3,0,6,214.318589493658,294.178838957634,400.999165509102
"Fire",80.4,0,6,214.028311211734,293.775663869035,400.45875668901
"Fire",80.5,0,6,213.74937747664,293.400960445221,400.018221215688
"Fire",80.6,0,6,213.50169726776,293.026189528248,399.452382828997
"Fire",80.7,0,6,213.224004985995,292.659787542356,398.74035650935
"Fire",80.8,0,6,212.935184269406,292.295195018077,398.091686284846
"Fire",80.9,0,6,212.61516591183,291.887317803411,397.573656795254
"Fire",81,0,6,212.352056228103,291.507572244031,397.047118884786
"Fire",81.1,0,6,212.053870968917,291.117964990713,396.558937041195
"Fire",81.2,0,6,211.739435704307,290.719635392416,396.102577142451
"Fire",81.3,0,6,211.524665741157,290.362759448345,395.612955483108
"Fire",81.4,0,6,211.277526111524,290.000383379561,395.087148112444
"Fire",81.5,0,6,210.940344473344,289.592661641615,394.555156512442
"Fire",81.6,0,6,210.614134063104,289.228654640799,394.150433923112
"Fire",81.7,0,6,210.333760879406,288.885696609273,393.664602047636
"Fire",81.8,0,6,210.138141253123,288.537744996974,393.121680110774
"Fire",81.9,0,6,209.858424348476,288.155245161647,392.605362215919
"Fire",82,0,6,209.575283257587,287.757127844963,392.202703080357
"Fire",82.1,0,6,209.333508969221,287.346355194644,391.702075068449
"Fire",82.2,0,6,208.979653469075,286.983730413257,391.238464414779
"Fire",82.3,0,6,208.635932834798,286.598395201639,390.755458283781
"Fire",82.4,0,6,208.344560882585,286.252415192551,390.272268229732
"Fire",82.5,0,6,208.056922092246,285.870164588095,389.744430478604
"Fire",82.6,0,6,207.740000560003,285.490644454718,389.187982999668
"Fire",82.7,0,6,207.468718244886,285.067607189487,388.635835124135
"Fire",82.8,0,6,207.160250034951,284.72868461418,388.128511516592
"Fire",82.9,0,6,206.869263901991,284.386045454199,387.590104558659
"Fire",83,0,6,206.541775377079,283.972624220203,387.07600821328
"Fire",83.1,0,6,206.25532970197,283.596552318329,386.615589491489
"Fire",83.2,0,6,205.944454874476,283.23942853927,386.161999400859
"Fire",83.3,0,6,205.647857717356,282.854088350423,385.729784761843
"Fire",83.4,0,6,205.326360788811,282.470617175497,385.199041191892
"Fire",83.5,0,6,205.005815969762,282.179227881163,384.773031376652
"Fire",83.6,0,6,204.697519012898,281.834327377776,384.349210801087
"Fire",83.7,0,6,204.414550912023,281.439178570727,383.960761250391
"Fire",83.8,0,6,204.111861010839,281.10882736884,383.364019110982
"Fire",83.9,0,6,203.782031258518,280.755388080959,382.857002947595
"Fire",84,0,6,203.476769737015,280.392914627573,382.496926322413
"Fire",84.1,0,6,203.164950199585,280.024944636533,382.130662612513
"Fire",84.2,0,6,202.869161832444,279.657674421303,381.727805325423
"Fire",84.3,0,6,202.536458930342,279.274125386259,381.278833867367
"Fire",84.4,0,6,202.217714424618,278.91627602353,380.926798553037
"Fire",84.5,0,6,201.884918226549,278.523274327708,380.275293473965
"Fire",84.6,0,6,201.611318209297,278.172939287449,379.687292229491
"Fire",84.7,0,6,201.335183725274,277.805196376773,379.252012026544
"Fire",84.8,0,6,201.027488993327,277.411380574638,378.973655777698
"Fire",84.9,0,6,200.732855329981,277.062736109931,378.720835739861
"Fire",85,0,6,200.41919385038,276.666091562668,378.310720070271
"Fire",85.1,0,6,200.157200388314,276.30705880294,377.801754900227
"Fire",85.2,0,6,199.889912297047,275.937707103574,377.229242804369
"Fire",85.3,0,6,199.586555551087,275.59017452805,376.737801193745
"Fire",85.4,0,6,199.313642600109,275.212742646238,376.315437627078
"Fire",85.5,0,6,199.030717990453,274.869310170208,375.787431794597
"Fire",85.6,0,6,198.768126667209,274.521569826829,375.230270355713
"Fire",85.7,0,6,198.369807389193,274.158359560258,374.848727023161
"Fire",85.8,0,6,198.134210933912,273.837492839927,374.371015096648
"Fire",85.9,0,6,197.847705680443,273.447171984021,373.956978008471
"Fire",86,0,6,197.567502632088,273.083549750542,373.447558103485
"Fire",86.1,0,6,197.324070151003,272.692794664524,372.944262936079
"Fire",86.2,0,6,197.021048265991,272.3323362114,372.447718654112
"Fire",86.3,0,6,196.687722310909,271.947432963375,372.000161537569
"Fire",86.4,0,6,196.409160677622,271.578470278334,371.610582338548
"Fire",86.5,0,6,196.094721105085,271.229964674372,371.332794206366
"Fire",86.6,0,6,195.858016718652,270.893113314689,370.977182261176
"Fire",86.7,0,6,195.573362337704,270.604339146139,370.616563378034
"Fire",86.8,0,6,195.310018807976,270.22420668632,370.195035902129
"Fire",86.9,0,6,195.015921388549,269.853350200315,369.678700999502
"Fire",87,0,6,194.713813097972,269.492949695538,369.311335067414
"Fire",87.1,0,6,194.411473828148,269.139558485476,368.99480313903
"Fire",87.2,0,6,194.144030154242,268.79977485897,368.523372476668
"Fire",87.3,0,6,193.832071157401,268.465176178997,368.217205131993
"Fire",87.4,0,6,193.581273095706,268.114830932511,367.803541167861
"Fire",87.5,0,6,193.289390286714,267.736450202141,367.348648215847
"Fire",87.6,0,6,192.974327159156,267.36404983922,366.919641727835
"Fire",87.7,0,6,192.635012696554,267.011119133182,366.536173115648
"Fire",87.8,0,6,192.426093882454,266.655624379458,366.099169765541
"Fire",87.9,0,6,192.02691409748,266.265816895307,365.735449071708
"Fire",88,0,6,191.80944400154,265.883504546546,365.407165546975
"Fire",88.1,0,6,191.516171747236,265.520522217019,365.096978455484
"Fire",88.2,0,6,191.227896748877,265.135390614338,364.666312424506
"Fire",88.3,0,6,190.891016906168,264.787157798114,364.394143871033
"Fire",88.4,0,6,190.5229342934,264.440817219862,363.985845346996
"Fire",88.5,0,6,190.227080082749,264.07370905391,363.564885424981
"Fire",88.6,0,6,189.958359036914,263.720837138063,363.265798166629
"Fire",88.7,0,6,189.707560854934,263.372244316732,362.935606858894
"Fire",88.8,0,6,189.418635490745,263.025990993831,362.626276441767
"Fire",88.9,0,6,189.14142474512,262.648887382627,362.261459958298
"Fire",89,0,6,188.824082440885,262.336017965243,361.90781949582
"Fire",89.1,0,6,188.533386275958,261.966621840992,361.574757768183
"Fire",89.2,0,6,188.216188640159,261.618859867459,361.353975113554
"Fire",89.3,0,6,187.861826615361,261.274394553651,360.932861949131
"Fire",89.4,0,6,187.546987543198,260.932315464672,360.464453547406
"Fire",89.5,0,6,187.244210353181,260.586539770499,360.107763334464
"Fire",89.6,0,6,186.976765868386,260.226176419111,359.682664238442
"Fire",89.7,0,6,186.710259365167,259.858957318606,359.295133211871
"Fire",89.8,0,6,186.387630632426,259.490515767117,358.810381427809
"Fire",89.9,0,6,186.114068167879,259.153941641663,358.509778320356
"Fire",90,0,6,185.806952603008,258.808178614915,358.277470014038
"Fire",90.1,0,6,185.506974053608,258.47224242657,357.866313432656
"Fire",90.2,0,6,185.156517610514,258.109671633301,357.457736091789
"Fire",90.3,0,6,184.826816639955,257.783294339211,357.069532650857
"Fire",90.4,0,6,184.443736075884,257.447725713002,356.604728599379
"Fire",90.5,0,6,184.135197714482,257.106854081956,356.340728861784
"Fire",90.6,0,6,183.835799554249,256.739231411108,356.058148150105
"Fire",90.7,0,6,183.529563333925,256.379652379392,355.828095458803
"Fire",90.8,0,6,183.212355048713,256.063119496165,355.392588434343
"Fire",90.9,0,6,182.882215088168,255.743680575855,355.07370231899
"Fire",91,0,6,182.559532336323,255.43840646757,354.777118009331
"Fire",91.1,0,6,182.200651275569,255.132165356988,354.41465013287
"Fire",91.2,0,6,181.966195103719,254.7936495084,354.105017958502
"Fire",91.3,0,6,181.681300865183,254.43442779042,353.755324275467
"Fire",91.4,0,6,181.373865432819,254.086719431171,353.38750538117
"Fire",91.5,0,6,181.070557121013,253.765613477752,353.091429319879
"Fire",91.6,0,6,180.772289381605,253.46149585246,352.8819440283
"Fire",91.7,0,6,180.479575395278,253.098158228886,352.600242617854
"Fire",91.8,0,6,180.145065809318,252.776271453341,352.256684025399
"Fire",91.9,0,6,179.877848657604,252.472708326691,352.002238074123
"Fire",92,0,6,179.592571606807,252.14221641264,351.783796049994
"Fire",92.1,0,6,179.287502112265,251.819341186047,351.405391869334
"Fire",92.2,0,6,178.855136238736,251.480880291991,351.060352466504
"Fire",92.3,0,6,178.504768871289,251.138509511449,350.729200186493
"Fire",92.4,0,6,178.2597045492,250.842837373177,350.552157938001
"Fire",92.5,0,6,177.977214758051,250.537405367295,350.230081382838
"Fire",92.6,0,6,177.649068909703,250.233251849444,350.024007508886
"Fire",92.7,0,6,177.284524575937,249.894152742211,349.688363197534
"Fire",92.8,0,6,176.983707632746,249.559744751254,349.339334468184
"Fire",92.9,0,6,176.651369369491,249.193451192562,348.95849068874
"Fire",93,0,6,176.347173834979,248.847210778533,348.607810299085
"Fire",93.1,0,6,176.096417476323,248.509321737034,348.310380878951
"Fire",93.2,0,6,175.842792176206,248.226640058615,347.900935451198
"Fire",93.3,0,6,175.577240481733,247.899147573546,347.580538091695
"Fire",93.4,0,6,175.249877607743,247.556479556524,347.246558666108
"Fire",93.5,0,6,174.930298924183,247.214830573996,346.736672998481
"Fire",93.6,0,6,174.572444577943,246.887918008885,346.339425022209
"Fire",93.7,0,6,174.269698078875,246.544961972898,346.037879131527
"Fire",93.8,0,6,173.971674149022,246.249192555616,345.772049617158
"Fire",93.9,0,6,173.641259438152,245.899389198122,345.404955643092
"Fire",94,0,6,173.325522574027,245.538772085302,345.090366319438
"Fire",94.1,0,6,172.969231703482,245.224609883536,344.778674885338
"Fire",94.2,0,6,172.658764723634,244.926277888364,344.425025192182
"Fire",94.3,0,6,172.342850414551,244.578855243576,344.095125864151
"Fire",94.4,0,6,172.026762611048,244.254810118344,343.873244985382
"Fire",94.5,0,6,171.795532662485,243.943603899974,343.473268766273
"Fire",94.6,0,6,171.445298588646,243.609087466014,343.09416746412
"Fire",94.7,0,6,171.088255639743,243.275738618839,342.862254364643
"Fire",94.8,0,6,170.781277938136,242.928089450055,342.612920384525
"Fire",94.9,0,6,170.482233485848,242.635808060353,342.347122774091
"Fire",95,0,6,170.183005610041,242.347562540534,342.084153651692
"Fire",95.1,0,6,169.815644805652,242.03252235825,341.882561705974
"Fire",95.2,0,6,169.575917894355,241.710973518593,341.586644900423
"Fire",95.3,0,6,169.274439138125,241.41323721504,341.248948483333
"Fire",95.4,0,6,168.920809096401,241.1094002201,341.048131361617
"Fire",95.5,0,6,168.603559358714,240.784295958751,340.837988006798
"Fire",95.6,0,6,168.295058191796,240.4801928351,340.625369256494
"Fire",95.7,0,6,167.932942829125,240.153663657757,340.417690058409
"Fire",95.8,0,6,167.650622779459,239.797581036542,340.111832908655
"Fire",95.9,0,6,167.323428747733,239.462185360985,339.913251106898
"Fire",96,0,6,166.982988596964,239.140201303328,339.688498494087
